City_ID,City_Name,State_Name,Tier,Population,Area_sq_km,Population_Density,Latitude,Longitude,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,GDP_USD_Billion,IT_Hub,Financial_Hub,Manufacturing_Hub,Tourist_City,Metro_Available,Airport_Available,Smart_City,AQI_Index,Crime_Index,Livability_Score,Infrastructure_Score,Investment_Score,Price_Growth_5Y,Annual_Rainfall_mm,Avg_Temperature_C,Major_Industry,Hospitals_Count,Schools_Count,Shopping_Malls_Count,Universities_Count,Metro_Stations,EV_Charging_Stations,Internet_Coverage_Percent,Green_Cover_Percent,Last_Updated
C0761,Andhra City 761,Andhra Pradesh,Tier 2,3060968,440.85,12960,23.54592,89.615361,8001,61,5.04,12.66,No,No,Yes,No,No,No,Yes,80,43,77,67,54,6.79,113,24.9,Manufacturing,69,182,20,10,0,61,88.19,26.08,2025-12-31
C0762,Goa City 762,Goa,Tier 3,2386454,140.19,13083,25.109025,68.4641,14875,10,4.33,6.77,No,No,Yes,No,No,No,Yes,108,41,90,76,56,1.4,1966,22.6,Tourism,40,118,14,1,0,50,87.65,14.94,2025-12-31
C0763,Delhi City 763,Delhi,Tier 3,3536622,150.51,7084,32.62331,71.809835,8152,56,2.94,16.69,No,No,Yes,No,No,No,Yes,162,33,83,88,86,-2.5,344,13.7,Services,94,95,18,3,0,1,89.53,28.48,2025-12-31
C0764,Assam City 764,Assam,Tier 3,4765231,210.98,5052,36.312497,78.536887,14135,64,3.71,10.26,No,No,Yes,Yes,No,Yes,No,98,68,77,87,82,0.68,210,19.9,Services,90,118,0,12,0,60,86.63,63.26,2025-12-31
C0765,Haryana City 765,Haryana,Tier 2,1585420,375.4,7191,19.899066,92.871029,11214,49,3.12,2.62,No,No,Yes,No,No,No,No,85,42,71,88,52,2.81,3177,15.1,Services,31,165,5,15,0,51,60.91,60.63,2025-12-31
C0766,Rajasthan City 766,Rajasthan,Tier 2,2589091,298.37,2577,32.024639,88.13961,2761,24,4.59,16.92,No,No,Yes,No,No,No,Yes,134,35,63,61,53,8.44,1747,29.1,Agriculture,65,108,18,5,0,65,91.89,14.81,2025-12-31
C0767,Lakshadweep City 767,Lakshadweep,Tier 2,4164931,86.4,2821,20.141707,77.362887,14406,21,5.09,7.15,No,No,Yes,No,No,Yes,No,240,63,69,89,66,-0.43,2505,17.3,Agriculture,31,284,7,2,0,30,96.39,28.15,2025-12-31
C0768,Arunachal City 768,Arunachal Pradesh,Tier 2,2417910,198.63,9566,25.704378,80.137857,2238,32,4.4,2.09,No,No,No,No,No,Yes,Yes,124,26,88,83,60,11.38,1212,15.8,Tourism,89,135,1,4,0,9,77.7,42.33,2025-12-31
C0769,Uttarakhand City 769,Uttarakhand,Tier 3,4261063,434.22,391,19.204574,78.93025,12300,25,4.65,20.4,No,No,No,Yes,No,Yes,No,196,64,66,87,59,10.52,2778,22.8,Tourism,5,112,14,1,0,14,78.09,66.21,2025-12-31
C0770,Jharkhand City 770,Jharkhand,Tier 3,2552689,49.99,14715,9.389799,68.901547,12107,42,2.13,19.29,No,No,Yes,No,No,Yes,No,68,43,60,88,76,5.25,2767,31.8,Tourism,43,279,10,0,0,2,77.39,40.98,2025-12-31
C0771,Sikkim City 771,Sikkim,Tier 2,3966864,326.73,1755,10.182597,83.65527,8730,67,4.37,3.55,No,No,No,Yes,No,Yes,No,133,35,58,50,85,-2.5,646,31.0,Manufacturing,84,71,14,1,0,22,97.78,35.28,2025-12-31
C0772,Mizoram City 772,Mizoram,Tier 3,2309249,132.62,13457,25.251001,86.276208,4812,49,3.01,29.95,No,No,No,Yes,No,Yes,Yes,32,57,68,59,69,-0.57,1631,15.4,Agriculture,79,56,4,7,0,58,73.84,10.54,2025-12-31
C0773,Dadra City 773,Dadra and Nagar Haveli and Daman and Diu,Tier 3,4830468,242.13,13782,31.674509,88.422263,5894,47,3.51,22.88,No,No,Yes,Yes,No,No,Yes,126,30,58,69,52,2.28,1010,27.5,Services,37,266,2,14,0,47,89.6,26.7,2025-12-31
C0774,Arunachal City 774,Arunachal Pradesh,Tier 2,3406347,418.72,4756,32.371604,94.066982,10758,17,2.48,26.25,No,No,No,No,No,Yes,No,100,70,75,76,59,11.99,620,15.8,Agriculture,53,216,14,13,0,36,82.24,17.76,2025-12-31
C0775,Punjab City 775,Punjab,Tier 3,1511124,93.4,1127,35.58816,73.393862,10392,32,2.74,28.85,No,No,Yes,Yes,No,No,No,131,14,79,86,87,3.12,874,32.3,Services,83,89,18,7,0,27,72.18,43.17,2025-12-31
C0776,Ladakh City 776,Ladakh,Tier 3,4713880,271.94,11934,22.367534,85.716536,7897,66,5.12,0.57,No,No,Yes,Yes,No,No,Yes,42,43,66,88,65,-1.57,919,25.1,Manufacturing,81,53,4,4,0,51,60.37,10.27,2025-12-31
C0777,Chhattisgarh City 777,Chhattisgarh,Tier 3,2545534,53.35,11084,28.253459,94.968441,4205,61,4.47,22.46,No,No,Yes,No,No,Yes,Yes,102,56,86,54,63,1.51,168,15.1,Services,46,87,20,15,0,16,61.26,46.77,2025-12-31
C0778,West City 778,West Bengal,Tier 3,3269081,169.65,12461,30.791225,95.254828,4018,26,5.63,10.02,No,No,Yes,Yes,No,Yes,Yes,116,63,64,51,86,10.99,1847,20.7,Agriculture,84,143,17,12,0,16,94.78,44.1,2025-12-31
C0779,Lakshadweep City 779,Lakshadweep,Tier 2,3153965,219.08,2457,33.501056,70.470077,12595,31,2.98,28.07,No,No,No,No,No,No,Yes,164,37,86,71,80,-0.71,3231,26.3,Tourism,5,168,7,9,0,62,69.79,52.65,2025-12-31
C0780,Rajasthan City 780,Rajasthan,Tier 2,658531,338.62,8199,27.153808,77.156708,8430,14,2.05,14.99,No,No,No,Yes,No,Yes,Yes,157,32,53,64,76,-1.71,2457,29.0,Manufacturing,10,85,10,2,0,75,67.53,39.06,2025-12-31
C0781,Maharashtra City 781,Maharashtra,Tier 3,388184,119.24,12289,13.331606,76.523773,6887,25,5.39,8.74,No,No,Yes,No,No,No,No,36,38,84,76,58,8.62,1391,34.7,Agriculture,93,250,13,10,0,9,89.54,46.5,2025-12-31
C0782,Ladakh City 782,Ladakh,Tier 2,4725500,431.07,6153,10.605024,88.157219,12571,18,5.46,17.87,No,No,Yes,No,No,No,No,79,26,52,88,54,5.38,1550,22.7,Tourism,49,288,2,3,0,41,94.02,37.11,2025-12-31
C0783,Nagaland City 783,Nagaland,Tier 3,3118094,146.97,11218,11.392222,79.552779,12394,39,5.29,0.28,No,No,No,Yes,No,Yes,Yes,213,29,70,69,57,5.09,175,34.9,Manufacturing,82,289,4,5,0,10,90.56,11.45,2025-12-31
C0784,Maharashtra City 784,Maharashtra,Tier 3,3352227,391.4,12869,35.253378,89.210163,5708,40,3.49,24.66,No,No,No,No,No,Yes,No,166,44,50,59,75,1.83,2590,27.4,Agriculture,53,154,13,6,0,26,87.45,30.55,2025-12-31
C0785,Uttarakhand City 785,Uttarakhand,Tier 2,1728455,56.08,3410,25.542141,81.58426,6119,62,2.08,27.25,No,No,Yes,No,No,No,Yes,159,56,88,85,80,11.89,274,24.9,Agriculture,91,70,19,2,0,69,91.89,59.34,2025-12-31
C0786,Odisha City 786,Odisha,Tier 2,711532,73.18,11453,32.828607,72.212524,8186,32,2.4,10.19,No,No,No,No,No,Yes,No,71,61,75,65,61,6.87,556,24.8,Services,9,161,14,5,0,18,60.69,23.55,2025-12-31
C0787,Ladakh City 787,Ladakh,Tier 2,4043386,254.38,4766,18.537396,76.076962,9668,54,4.79,23.74,No,No,Yes,Yes,No,Yes,No,222,14,68,74,54,9.34,2444,18.5,Manufacturing,78,149,13,15,0,49,97.92,17.94,2025-12-31
C0788,Uttarakhand City 788,Uttarakhand,Tier 2,2132028,183.56,12734,24.710323,94.762624,7752,22,5.9,4.31,No,No,No,Yes,No,No,Yes,63,33,81,85,78,-2.91,1690,22.9,Agriculture,47,36,12,7,0,5,75.06,24.32,2025-12-31
C0789,Andhra City 789,Andhra Pradesh,Tier 3,419239,90.75,8998,33.725883,70.544171,12175,35,3.06,0.44,No,No,Yes,Yes,No,Yes,Yes,181,17,60,53,65,6.59,686,19.1,Agriculture,82,144,10,5,0,25,89.16,37.6,2025-12-31
C0790,Telangana City 790,Telangana,Tier 3,3125834,138.69,2136,24.659865,91.907015,8229,10,2.2,21.55,No,No,No,Yes,No,Yes,No,119,68,81,68,70,0.87,1219,34.5,Manufacturing,10,173,9,9,0,36,95.18,23.51,2025-12-31
C0791,Goa City 791,Goa,Tier 2,4726128,37.66,9492,11.502493,83.892696,8178,30,4.52,15.98,No,No,No,No,No,No,No,133,20,60,88,73,-0.76,2120,25.4,Agriculture,45,218,12,0,0,30,96.84,34.5,2025-12-31
C0792,Uttarakhand City 792,Uttarakhand,Tier 2,2647087,284.63,799,20.981704,76.593648,12291,17,5.03,27.07,No,No,No,Yes,No,Yes,Yes,120,61,54,73,82,2.48,390,19.4,Manufacturing,92,12,2,14,0,29,85.82,48.09,2025-12-31
C0793,Goa City 793,Goa,Tier 3,4219561,410.21,5477,20.274156,78.058969,9009,44,2.25,4.04,No,No,No,No,No,Yes,Yes,92,47,70,69,78,5.51,331,27.7,Tourism,98,197,6,3,0,40,86.39,69.25,2025-12-31
C0794,Jammu City 794,Jammu and Kashmir,Tier 2,2728632,369.66,2317,24.607416,89.324852,14226,49,5.73,19.19,No,No,No,No,No,No,No,178,23,77,71,74,10.28,2368,15.9,Tourism,96,263,8,14,0,50,80.78,10.41,2025-12-31
C0795,Jammu City 795,Jammu and Kashmir,Tier 2,1608061,486.17,12523,28.127884,92.579384,14928,54,2.35,8.11,No,No,Yes,Yes,No,Yes,Yes,36,48,73,77,81,0.63,876,31.3,Manufacturing,93,255,6,4,0,26,81.49,61.64,2025-12-31
C0796,Odisha City 796,Odisha,Tier 3,384857,117.44,9486,34.725222,77.34264,14302,18,5.26,28.06,No,No,No,No,No,Yes,No,72,38,80,65,89,11.0,753,15.6,Tourism,88,82,1,4,0,30,86.07,11.3,2025-12-31
C0797,Gujarat City 797,Gujarat,Tier 3,51115,60.67,10406,13.478067,90.073216,4670,41,3.12,4.32,No,No,No,No,No,Yes,Yes,185,10,80,71,70,9.93,1444,31.1,Tourism,21,209,1,14,0,41,76.58,51.38,2025-12-31
C0798,Chhattisgarh City 798,Chhattisgarh,Tier 2,4673080,480.92,2336,8.854179,88.782009,8244,58,3.14,7.53,No,No,Yes,Yes,No,No,Yes,62,41,78,79,79,0.28,408,20.4,Agriculture,55,215,9,15,0,3,95.17,36.58,2025-12-31
C0799,Maharashtra City 799,Maharashtra,Tier 3,489227,141.88,13367,9.002043,85.816518,4576,47,4.01,9.27,No,No,No,Yes,No,Yes,No,232,55,69,53,58,10.47,1206,10.5,Services,65,197,16,5,0,54,77.23,18.26,2025-12-31
C0800,Andhra City 800,Andhra Pradesh,Tier 3,1391347,36.48,955,15.108198,79.740301,14986,40,4.65,10.83,No,No,No,No,No,No,Yes,102,46,78,67,70,5.93,2744,24.7,Agriculture,71,121,18,15,0,73,91.87,52.48,2025-12-31
C0801,Chhattisgarh City 801,Chhattisgarh,Tier 3,4295357,230.81,9954,29.462692,93.773578,6937,8,5.47,18.0,No,No,Yes,Yes,No,No,No,105,23,58,58,64,11.63,1153,32.3,Agriculture,21,61,5,2,0,13,72.52,27.3,2025-12-31
C0802,Sikkim City 802,Sikkim,Tier 2,2159548,37.65,11765,10.123792,87.866624,8958,55,4.8,27.59,No,No,Yes,Yes,No,Yes,No,157,29,61,90,60,2.12,3029,21.5,Services,13,272,16,4,0,16,67.79,41.55,2025-12-31
C0803,Lakshadweep City 803,Lakshadweep,Tier 3,534933,185.02,9256,36.203403,76.41357,8155,41,2.2,20.99,No,No,Yes,No,No,No,No,108,39,86,88,84,11.59,1210,19.8,Tourism,70,229,14,8,0,72,89.45,33.21,2025-12-31
C0804,Lakshadweep City 804,Lakshadweep,Tier 2,81099,432.47,14358,34.631534,72.470793,8271,59,2.48,25.21,No,No,Yes,Yes,No,No,Yes,128,35,58,50,56,3.28,1559,32.5,Services,92,269,13,8,0,42,78.97,65.61,2025-12-31
C0805,Uttar City 805,Uttar Pradesh,Tier 3,2799603,383.26,6173,33.765557,78.209887,4620,24,3.88,8.38,No,No,Yes,Yes,No,No,No,116,43,76,83,58,1.37,335,18.9,Services,53,190,8,10,0,13,65.85,63.51,2025-12-31
C0806,Punjab City 806,Punjab,Tier 3,626390,391.82,9945,25.737048,95.055648,1880,17,5.21,25.03,No,No,Yes,No,No,No,Yes,161,59,64,70,80,10.01,3090,11.6,Agriculture,36,219,6,1,0,79,71.34,66.2,2025-12-31
C0807,Jharkhand City 807,Jharkhand,Tier 2,4350793,332.2,1295,13.027396,91.122095,7252,54,2.19,18.42,No,No,Yes,Yes,No,No,Yes,84,27,87,50,87,8.55,2713,11.7,Services,81,258,18,15,0,17,91.95,30.2,2025-12-31
C0808,Jharkhand City 808,Jharkhand,Tier 3,968685,128.58,6677,25.672394,83.272176,6695,28,5.66,14.03,No,No,No,No,No,No,No,160,10,86,70,81,6.6,1012,24.3,Agriculture,48,290,1,4,0,55,60.04,53.03,2025-12-31
C0809,Mizoram City 809,Mizoram,Tier 3,1284290,335.82,13550,32.84179,91.241493,3274,30,5.65,18.09,No,No,Yes,No,No,No,Yes,149,22,69,59,52,0.41,2408,28.6,Services,65,156,17,13,0,58,73.78,31.92,2025-12-31
C0810,Haryana City 810,Haryana,Tier 3,609467,271.34,7269,29.396608,96.809465,13051,41,4.89,6.2,No,No,Yes,No,No,No,No,57,46,76,60,65,6.7,1000,14.2,Services,8,194,17,12,0,79,88.76,19.94,2025-12-31
C0811,Uttarakhand City 811,Uttarakhand,Tier 3,2503966,466.2,3737,10.861052,96.483515,4953,52,2.01,12.21,No,No,Yes,Yes,No,No,Yes,237,43,55,79,84,4.51,1307,29.5,Services,51,184,18,9,0,53,83.67,45.62,2025-12-31
C0812,Arunachal City 812,Arunachal Pradesh,Tier 3,1331465,140.72,7839,29.023049,74.381844,9562,15,3.8,15.18,No,No,Yes,Yes,No,Yes,Yes,150,53,86,53,52,7.63,3362,29.1,Services,45,149,17,14,0,7,85.5,43.13,2025-12-31
C0813,Jammu City 813,Jammu and Kashmir,Tier 3,4923151,181.79,4551,10.047438,90.940789,8693,39,3.26,6.24,No,No,Yes,Yes,No,No,Yes,148,42,54,72,87,-2.03,2123,25.1,Tourism,52,271,19,12,0,21,75.39,43.0,2025-12-31
C0814,Chandigarh City 814,Chandigarh,Tier 3,4667878,270.51,7034,13.955528,68.66277,4348,69,2.07,14.47,No,No,Yes,Yes,No,Yes,No,204,16,61,57,90,8.8,2568,10.7,Tourism,99,55,17,3,0,19,95.28,48.82,2025-12-31
C0815,Lakshadweep City 815,Lakshadweep,Tier 3,874528,270.05,2492,31.648901,68.770034,9802,8,5.66,11.76,No,No,Yes,Yes,No,Yes,No,180,18,64,80,59,5.84,689,19.7,Manufacturing,33,150,16,13,0,38,83.08,37.25,2025-12-31
C0816,Assam City 816,Assam,Tier 2,2702333,50.79,8341,17.509205,82.819942,8579,63,4.07,21.94,No,No,Yes,Yes,No,No,No,206,38,50,81,78,0.54,515,29.1,Manufacturing,17,175,10,10,0,80,61.62,60.65,2025-12-31
C0817,Rajasthan City 817,Rajasthan,Tier 3,324597,198.01,10846,10.71481,81.874793,11687,51,5.51,6.83,No,No,No,No,No,No,Yes,109,33,82,84,63,-1.43,412,17.8,Tourism,66,36,20,3,0,19,95.58,68.67,2025-12-31
C0818,Rajasthan City 818,Rajasthan,Tier 2,1714736,218.28,7573,11.301094,86.205771,8247,60,5.74,16.11,No,No,Yes,Yes,No,No,No,188,38,84,53,59,0.48,1339,30.1,Tourism,50,228,16,9,0,33,75.66,38.38,2025-12-31
C0819,Odisha City 819,Odisha,Tier 2,1995339,415.12,7234,29.043248,80.390916,6685,60,2.09,13.07,No,No,Yes,No,No,No,Yes,224,41,82,63,57,2.33,2140,19.2,Manufacturing,81,85,14,7,0,13,79.34,67.7,2025-12-31
C0820,Maharashtra City 820,Maharashtra,Tier 2,1196765,295.52,1753,17.611375,78.680374,13354,50,3.22,5.08,No,No,Yes,Yes,No,Yes,No,53,34,73,54,85,2.2,3126,16.4,Manufacturing,79,231,12,0,0,59,94.59,27.99,2025-12-31
C0821,Tripura City 821,Tripura,Tier 3,2185807,212.72,12213,11.54762,89.547304,11176,30,4.18,19.58,No,No,No,No,No,Yes,No,46,38,50,71,50,11.22,778,11.9,Agriculture,56,299,17,2,0,36,93.87,15.93,2025-12-31
C0822,Punjab City 822,Punjab,Tier 3,4072444,211.7,14871,9.698635,85.133163,11015,21,4.78,24.36,No,No,No,Yes,No,Yes,Yes,167,35,68,90,65,11.57,3256,33.4,Manufacturing,59,188,0,12,0,23,64.43,63.44,2025-12-31
C0823,Uttarakhand City 823,Uttarakhand,Tier 3,3845173,246.05,10126,29.641392,96.708483,8580,35,5.81,0.24,No,No,No,No,No,Yes,No,74,61,52,58,58,-1.0,2962,34.5,Tourism,83,288,1,2,0,26,87.56,68.32,2025-12-31
C0824,Dadra City 824,Dadra and Nagar Haveli and Daman and Diu,Tier 2,3581402,259.46,10412,29.470712,70.719833,9211,47,2.29,4.66,No,No,No,No,No,No,Yes,100,28,51,89,60,0.17,3282,31.5,Agriculture,63,165,12,11,0,55,93.5,18.41,2025-12-31
C0825,Tripura City 825,Tripura,Tier 2,973113,288.31,4335,22.198871,71.71898,5374,12,4.27,23.51,No,No,No,No,No,No,No,179,58,60,90,61,4.29,1896,19.4,Tourism,16,162,19,1,0,3,68.22,61.5,2025-12-31
C0826,Dadra City 826,Dadra and Nagar Haveli and Daman and Diu,Tier 3,70804,487.22,12472,31.245867,77.954977,13737,54,5.92,24.99,No,No,No,No,No,No,No,153,19,61,84,84,0.43,103,17.5,Manufacturing,34,43,8,11,0,35,74.36,54.34,2025-12-31
C0827,Goa City 827,Goa,Tier 3,4095001,167.43,13889,13.741218,78.370345,3675,24,4.79,17.73,No,No,No,No,No,Yes,Yes,64,65,50,68,50,5.75,1269,16.1,Services,88,232,13,3,0,65,67.38,51.9,2025-12-31
C0828,Telangana City 828,Telangana,Tier 2,551425,76.96,11714,23.541493,95.985847,3205,27,2.82,2.71,No,No,Yes,Yes,No,No,Yes,140,40,84,76,60,6.47,3377,10.4,Agriculture,75,243,3,1,0,78,85.51,47.85,2025-12-31
C0829,Rajasthan City 829,Rajasthan,Tier 3,2576584,90.57,12767,21.170104,69.533492,12323,43,4.61,0.27,No,No,No,Yes,No,Yes,Yes,125,70,66,61,62,-2.82,236,11.3,Manufacturing,11,104,16,13,0,42,97.12,51.48,2025-12-31
C0830,Sikkim City 830,Sikkim,Tier 2,2788384,460.29,2562,12.877791,89.486113,3370,26,5.15,1.01,No,No,No,No,No,Yes,Yes,110,14,66,70,87,5.5,178,12.4,Services,59,137,6,4,0,16,65.16,18.2,2025-12-31
C0831,Assam City 831,Assam,Tier 2,2730295,139.09,9919,11.784259,87.280338,2573,31,3.51,19.72,No,No,Yes,Yes,No,Yes,Yes,224,23,66,84,69,0.14,2458,12.5,Manufacturing,87,99,11,5,0,66,74.4,68.37,2025-12-31
C0832,Maharashtra City 832,Maharashtra,Tier 2,2090587,374.48,4464,17.730517,92.937633,12929,26,3.33,6.65,No,No,Yes,No,No,No,No,186,38,77,50,61,0.96,2197,20.8,Manufacturing,39,99,1,11,0,31,76.62,37.23,2025-12-31
C0833,Ladakh City 833,Ladakh,Tier 2,2371361,341.08,9313,26.472311,78.455173,11988,38,5.32,10.82,No,No,Yes,No,No,Yes,No,133,33,71,86,54,1.01,3229,32.4,Manufacturing,52,136,20,1,0,79,94.81,34.99,2025-12-31
C0834,Gujarat City 834,Gujarat,Tier 3,4015567,397.9,6353,14.356089,79.725274,11329,52,3.48,8.8,No,No,No,No,No,No,No,214,30,64,71,63,5.42,2962,27.2,Services,21,292,10,7,0,19,71.01,62.65,2025-12-31
C0835,Tripura City 835,Tripura,Tier 3,1314453,169.97,5850,21.769811,72.542973,9298,63,4.58,28.03,No,No,Yes,Yes,No,No,No,84,70,68,76,85,1.93,3168,20.7,Agriculture,57,61,12,4,0,37,81.49,45.41,2025-12-31
C0836,Meghalaya City 836,Meghalaya,Tier 2,3533625,75.21,14397,14.513499,95.443876,3164,14,3.57,23.49,No,No,Yes,No,No,Yes,Yes,92,11,81,63,80,-1.04,341,21.8,Manufacturing,5,58,8,13,0,61,96.44,64.23,2025-12-31
C0837,Arunachal City 837,Arunachal Pradesh,Tier 2,3293014,374.0,9701,14.032186,71.822632,3806,70,3.14,23.56,No,No,No,No,No,No,Yes,112,51,67,59,87,11.87,2692,14.1,Tourism,49,217,6,6,0,76,64.14,18.32,2025-12-31
C0838,Punjab City 838,Punjab,Tier 2,1855493,215.84,9682,15.60567,92.547936,3109,50,2.44,19.33,No,No,No,No,No,No,Yes,188,36,78,51,76,7.23,2355,15.6,Tourism,33,66,1,3,0,49,64.08,30.99,2025-12-31
C0839,Arunachal City 839,Arunachal Pradesh,Tier 2,3416785,394.75,4345,24.462908,75.891151,11386,10,5.05,2.62,No,No,Yes,Yes,No,No,No,85,40,76,80,63,11.35,1220,23.3,Agriculture,41,33,18,8,0,11,87.68,67.3,2025-12-31
C0840,West City 840,West Bengal,Tier 3,1866218,47.72,4413,34.352582,70.643086,8361,8,5.9,17.43,No,No,Yes,Yes,No,Yes,No,197,67,60,52,59,4.94,1808,31.3,Agriculture,56,288,1,2,0,79,82.88,24.79,2025-12-31
C0841,Jharkhand City 841,Jharkhand,Tier 2,1732521,151.17,14968,29.538822,77.544672,10868,24,5.55,29.89,No,No,Yes,No,No,Yes,Yes,138,13,80,86,56,4.28,2523,12.5,Services,12,50,10,15,0,12,92.5,63.03,2025-12-31
C0842,Puducherry City 842,Puducherry,Tier 2,1755220,442.15,13123,28.457334,84.906036,6869,67,5.39,0.68,No,No,Yes,No,No,No,Yes,71,69,83,85,55,1.34,588,13.3,Services,85,163,10,4,0,62,95.49,14.5,2025-12-31
C0843,Maharashtra City 843,Maharashtra,Tier 3,4046642,429.09,6337,22.234925,76.542357,8823,20,4.42,7.32,No,No,Yes,Yes,No,No,No,187,17,74,57,86,11.98,793,16.2,Manufacturing,20,188,9,1,0,9,86.98,14.94,2025-12-31
C0844,Sikkim City 844,Sikkim,Tier 2,2830792,54.16,10078,27.240324,96.008541,4839,32,2.27,16.53,No,No,No,No,No,Yes,No,74,58,81,69,54,-2.97,2692,19.1,Services,97,43,14,8,0,66,79.98,64.59,2025-12-31
C0845,West City 845,West Bengal,Tier 3,2418326,268.14,10095,14.406266,69.692275,7849,14,4.36,18.93,No,No,No,No,No,No,No,199,68,75,63,73,2.46,2167,17.4,Manufacturing,28,239,20,2,0,58,65.93,34.25,2025-12-31
C0846,Telangana City 846,Telangana,Tier 3,3128269,42.17,6571,33.344978,81.815917,12668,10,2.33,25.8,No,No,No,Yes,No,Yes,Yes,239,34,82,76,61,0.91,3325,27.5,Services,18,12,0,13,0,52,80.58,13.54,2025-12-31
C0847,Nagaland City 847,Nagaland,Tier 2,4125701,93.72,2605,8.223523,79.821671,4948,40,4.88,3.83,No,No,Yes,Yes,No,Yes,Yes,171,19,61,61,85,-0.67,153,23.4,Services,46,89,16,6,0,45,98.0,45.46,2025-12-31
C0848,Punjab City 848,Punjab,Tier 2,60811,158.27,939,29.062407,84.073099,9211,46,5.21,7.0,No,No,Yes,Yes,No,Yes,No,200,11,70,62,70,11.51,1914,33.2,Manufacturing,87,281,18,4,0,0,90.08,36.2,2025-12-31
C0849,Haryana City 849,Haryana,Tier 3,4155175,291.57,970,25.365054,81.466477,5736,9,2.51,16.31,No,No,Yes,Yes,No,No,Yes,189,28,71,65,69,-1.84,1463,31.8,Manufacturing,70,58,20,8,0,36,77.84,34.6,2025-12-31
C0850,Jammu City 850,Jammu and Kashmir,Tier 3,1131231,288.78,3171,10.465071,82.788242,10900,67,4.44,0.87,No,No,Yes,No,No,No,Yes,202,24,79,85,87,8.6,2834,13.6,Manufacturing,89,237,8,7,0,51,82.66,10.82,2025-12-31
C0851,Sikkim City 851,Sikkim,Tier 3,2939712,460.03,13149,18.790364,84.592787,13233,57,2.08,22.83,No,No,Yes,Yes,No,No,No,175,50,53,69,72,10.41,2229,25.2,Services,6,203,2,1,0,49,72.6,37.58,2025-12-31
C0852,Manipur City 852,Manipur,Tier 3,2343180,204.49,14942,9.253707,79.573123,4157,36,3.66,27.81,No,No,No,Yes,No,No,Yes,65,32,64,90,51,4.68,896,22.0,Services,83,92,20,12,0,37,70.24,37.59,2025-12-31
C0853,Puducherry City 853,Puducherry,Tier 2,2760431,407.27,13597,8.265358,76.177542,4817,23,4.98,27.05,No,No,Yes,Yes,No,No,Yes,226,12,67,55,79,7.64,1360,12.8,Tourism,48,136,12,3,0,41,80.31,28.92,2025-12-31
C0854,Odisha City 854,Odisha,Tier 2,3272674,111.84,8475,24.329888,78.985885,4456,25,2.66,13.67,No,No,Yes,Yes,No,Yes,Yes,188,60,71,88,68,2.38,1010,31.2,Tourism,86,285,4,12,0,28,61.75,11.22,2025-12-31
C0855,Himachal City 855,Himachal Pradesh,Tier 3,3340934,116.4,14746,28.014598,85.402733,9051,18,2.4,9.01,No,No,Yes,Yes,No,Yes,Yes,107,15,76,79,84,10.91,824,32.6,Tourism,92,133,18,5,0,51,74.53,22.59,2025-12-31
C0856,Andhra City 856,Andhra Pradesh,Tier 3,1906321,493.52,13725,18.293586,68.957492,5329,15,5.36,17.67,No,No,Yes,No,No,No,Yes,77,19,52,76,56,7.07,299,12.7,Manufacturing,87,134,6,11,0,79,68.58,46.25,2025-12-31
C0857,Goa City 857,Goa,Tier 2,67294,57.32,655,13.330407,84.87125,7396,35,2.4,4.56,No,No,No,No,No,No,No,46,42,73,72,88,1.64,3078,21.2,Manufacturing,34,10,9,11,0,27,65.2,24.06,2025-12-31
C0858,Tripura City 858,Tripura,Tier 3,3954672,460.54,9056,30.283007,76.261051,7974,26,3.76,8.78,No,No,Yes,No,No,Yes,Yes,187,28,72,62,89,7.49,527,33.0,Services,68,229,13,13,0,43,62.22,20.61,2025-12-31
C0859,Ladakh City 859,Ladakh,Tier 3,611168,88.76,13141,24.689461,84.059455,13273,49,3.28,16.51,No,No,No,Yes,No,Yes,Yes,63,25,54,57,75,4.18,2340,27.0,Services,8,207,20,15,0,80,76.25,30.12,2025-12-31
C0860,Himachal City 860,Himachal Pradesh,Tier 2,1714488,351.46,2316,23.635381,84.987438,2973,63,2.55,24.6,No,No,No,No,No,No,Yes,157,15,55,68,59,6.09,888,10.5,Agriculture,100,135,14,10,0,31,81.65,42.27,2025-12-31
C0861,Jharkhand City 861,Jharkhand,Tier 2,663623,127.37,4554,20.683259,85.383708,12062,40,5.41,11.52,No,No,Yes,Yes,No,No,No,56,41,85,62,81,3.19,2435,11.8,Tourism,31,278,4,1,0,12,63.74,26.49,2025-12-31
C0862,Arunachal City 862,Arunachal Pradesh,Tier 3,3012010,106.92,7311,19.394661,73.335684,9092,63,5.17,6.77,No,No,No,Yes,No,Yes,No,76,27,70,72,64,11.43,1119,22.2,Tourism,91,210,10,12,0,78,77.83,34.64,2025-12-31
C0863,Andaman City 863,Andaman and Nicobar Islands,Tier 3,4339173,167.95,7277,12.632539,76.08178,14942,44,3.15,11.15,No,No,Yes,Yes,No,No,No,190,18,70,50,76,5.68,2424,20.5,Services,73,180,3,4,0,6,92.92,55.95,2025-12-31
C0864,Delhi City 864,Delhi,Tier 3,4178789,114.28,4091,29.451157,88.362448,11857,36,4.34,6.62,No,No,No,Yes,No,Yes,Yes,177,17,69,77,73,10.52,862,13.7,Manufacturing,42,262,14,0,0,36,94.61,68.35,2025-12-31
