Mall_ID,Mall_Name,State_Name,City_Name,Locality_Name,Mall_Type,Floors,Total_Shops,Parking_Capacity,Food_Court,Multiplex,Hypermarket,Rating,Reviews,Opening_Year
MALL000667,Metro Plaza,Karnataka,Bengaluru,Sector 33,Regional,7,372,973,Yes,Yes,Yes,4.0,49833,2010
MALL000668,Royal Mall,Karnataka,Bengaluru,Sector 45,Community,6,489,1924,No,No,No,4.4,22311,2023
MALL000669,DLF Mall of India,Telangana,Hyderabad,Sector 55,Community,3,211,2431,Yes,No,Yes,4.0,49450,2004
MALL000670,DLF Mall of India,Maharashtra,Pune,Sector 58,Community,3,250,2695,No,Yes,Yes,4.8,27397,1996
MALL000671,Grand Square Mall,Karnataka,Bengaluru,Sector 46,Community,2,107,914,No,Yes,Yes,5.0,32584,2024
MALL000672,Grand Square Mall,Karnataka,Bengaluru,Sector 9,Luxury,3,355,1203,Yes,No,No,4.1,487,2006
MALL000673,Grand Square Mall,Karnataka,Bengaluru,Sector 22,Premium,3,294,605,No,Yes,Yes,3.9,25172,2023
MALL000674,City Centre Mall,Delhi,New Delhi,Sector 22,Community,3,478,2855,Yes,No,No,4.0,36902,2002
MALL000675,Royal Mall,Telangana,Hyderabad,Sector 28,Premium,6,281,2888,Yes,No,Yes,4.1,26883,2005
MALL000676,Metro Plaza,Telangana,Hyderabad,Sector 16,Community,5,344,1013,Yes,Yes,No,4.8,9344,2020
MALL000677,Metro Plaza,Tamil Nadu,Chennai,Sector 52,Community,6,85,1996,Yes,No,Yes,3.7,47659,1995
MALL000678,Grand Square Mall,Tamil Nadu,Chennai,Sector 23,Regional,3,309,1395,No,Yes,No,4.7,21758,2017
MALL000679,Ambience Mall,Telangana,Hyderabad,Sector 46,Regional,3,343,1631,No,Yes,No,5.0,37320,2001
MALL000680,Urban Galleria,Karnataka,Bengaluru,Sector 42,Premium,5,147,2359,No,Yes,No,3.6,2031,2013
MALL000681,Grand Square Mall,Delhi,New Delhi,Sector 53,Community,5,300,1088,No,No,No,4.5,29154,2011
MALL000682,VR Mall,Maharashtra,Pune,Sector 25,Community,3,146,2766,No,Yes,No,3.9,3159,2006
MALL000683,Grand Square Mall,Karnataka,Bengaluru,Sector 44,Premium,8,108,3000,No,No,No,3.8,43790,2015
MALL000684,Urban Galleria,Karnataka,Bengaluru,Sector 10,Regional,4,370,2670,Yes,Yes,No,4.3,31168,2024
MALL000685,Metro Plaza,Maharashtra,Mumbai,Sector 46,Luxury,8,96,800,Yes,No,No,4.7,10850,2002
MALL000686,City Centre Mall,Maharashtra,Pune,Sector 20,Regional,7,341,1353,Yes,No,Yes,4.6,49378,2002
MALL000687,Urban Galleria,Karnataka,Bengaluru,Sector 29,Regional,2,473,2259,No,No,No,4.5,48219,2003
MALL000688,Lulu Mall,Tamil Nadu,Chennai,Sector 62,Premium,4,289,2185,Yes,No,No,3.6,2667,2023
MALL000689,Metro Plaza,Telangana,Hyderabad,Sector 23,Premium,4,396,1389,Yes,Yes,No,4.8,9191,2021
MALL000690,Lulu Mall,Telangana,Hyderabad,Sector 43,Regional,5,295,1632,No,No,Yes,4.5,4361,1995
MALL000691,Urban Galleria,Maharashtra,Pune,Sector 49,Community,2,370,421,No,Yes,No,4.4,39405,2000
MALL000692,Urban Galleria,Telangana,Hyderabad,Sector 39,Community,3,458,2568,Yes,No,Yes,4.0,32850,2025
MALL000693,Metro Plaza,Maharashtra,Mumbai,Sector 76,Luxury,6,341,511,No,Yes,No,4.9,3254,1996
MALL000694,Grand Square Mall,Karnataka,Bengaluru,Sector 71,Community,6,480,1199,Yes,Yes,No,3.6,5306,2010
MALL000695,Grand Square Mall,Tamil Nadu,Chennai,Sector 44,Luxury,7,83,1384,No,No,Yes,4.4,15119,2024
MALL000696,Grand Square Mall,Maharashtra,Pune,Sector 2,Community,2,463,1835,Yes,Yes,Yes,4.1,35036,2024
MALL000697,DLF Mall of India,Karnataka,Bengaluru,Sector 68,Luxury,7,377,1286,Yes,No,Yes,4.7,32821,2015
MALL000698,City Centre Mall,Delhi,New Delhi,Sector 30,Community,8,442,2341,Yes,Yes,No,4.0,20859,2018
MALL000699,Lulu Mall,Tamil Nadu,Chennai,Sector 59,Regional,3,384,471,Yes,Yes,No,4.7,17242,2022
MALL000700,Metro Plaza,Tamil Nadu,Chennai,Sector 56,Luxury,5,369,2567,No,No,No,4.0,33097,2001
MALL000701,Lulu Mall,Telangana,Hyderabad,Sector 52,Community,5,500,1877,No,Yes,No,4.3,19624,2018
MALL000702,City Centre Mall,Telangana,Hyderabad,Sector 53,Luxury,2,188,2371,Yes,No,Yes,4.1,33742,2011
MALL000703,Metro Plaza,Tamil Nadu,Chennai,Sector 23,Community,4,312,1691,No,Yes,No,4.7,3225,2013
MALL000704,DLF Mall of India,Telangana,Hyderabad,Sector 75,Premium,8,182,491,Yes,No,Yes,3.7,9102,2017
MALL000705,VR Mall,Tamil Nadu,Chennai,Sector 49,Premium,7,94,777,Yes,Yes,Yes,4.5,37027,2004
MALL000706,City Centre Mall,Telangana,Hyderabad,Sector 33,Community,5,79,2173,Yes,Yes,No,4.8,18039,2013
MALL000707,Urban Galleria,Tamil Nadu,Chennai,Sector 13,Regional,6,376,2115,No,Yes,Yes,4.2,37396,2019
MALL000708,Metro Plaza,Karnataka,Bengaluru,Sector 37,Community,2,469,663,No,Yes,Yes,4.7,20365,1997
MALL000709,Metro Plaza,Tamil Nadu,Chennai,Sector 64,Luxury,2,416,2384,Yes,No,Yes,4.0,31278,2006
MALL000710,Grand Square Mall,Karnataka,Bengaluru,Sector 29,Community,4,398,2415,Yes,Yes,No,4.8,36479,2019
MALL000711,DLF Mall of India,Tamil Nadu,Chennai,Sector 19,Community,3,245,319,No,No,Yes,4.9,1163,2012
MALL000712,Royal Mall,Karnataka,Bengaluru,Sector 11,Premium,2,337,2432,No,No,Yes,4.0,20321,2002
MALL000713,Lulu Mall,Karnataka,Bengaluru,Sector 67,Luxury,2,342,747,No,Yes,No,4.0,16243,2015
MALL000714,Phoenix Marketcity,Karnataka,Bengaluru,Sector 71,Regional,2,105,2749,Yes,No,No,3.5,4787,2006
MALL000715,Royal Mall,Karnataka,Bengaluru,Sector 29,Luxury,2,344,2724,No,No,No,4.9,5364,1996
MALL000716,DLF Mall of India,Delhi,New Delhi,Sector 46,Premium,8,167,1061,No,Yes,Yes,4.2,4229,2009
MALL000717,Metro Plaza,Telangana,Hyderabad,Sector 51,Luxury,2,316,2380,Yes,Yes,No,4.7,19721,2007
MALL000718,City Centre Mall,Maharashtra,Mumbai,Sector 12,Community,7,277,1956,No,No,Yes,4.7,41949,2001
MALL000719,City Centre Mall,Telangana,Hyderabad,Sector 9,Luxury,6,255,2518,No,Yes,Yes,4.1,35216,2012
MALL000720,Grand Square Mall,Tamil Nadu,Chennai,Sector 42,Luxury,6,279,798,No,No,No,3.8,20513,2021
MALL000721,DLF Mall of India,Maharashtra,Mumbai,Sector 45,Regional,2,418,1294,Yes,No,No,4.3,4478,2023
MALL000722,Metro Plaza,Maharashtra,Mumbai,Sector 53,Premium,6,71,903,No,Yes,Yes,3.7,5253,2022
MALL000723,Royal Mall,Karnataka,Bengaluru,Sector 70,Regional,4,204,1992,Yes,Yes,Yes,4.0,18978,2009
MALL000724,Metro Plaza,Tamil Nadu,Chennai,Sector 75,Community,8,317,2790,No,No,No,4.6,7880,2004
MALL000725,Metro Plaza,Maharashtra,Pune,Sector 38,Luxury,7,300,1329,No,No,Yes,4.1,33505,2000
MALL000726,Grand Square Mall,Delhi,New Delhi,Sector 35,Community,5,320,461,Yes,Yes,No,4.9,34454,2007
MALL000727,City Centre Mall,Tamil Nadu,Chennai,Sector 7,Luxury,7,276,1854,Yes,No,No,4.0,13278,2009
MALL000728,Urban Galleria,Telangana,Hyderabad,Sector 53,Luxury,3,65,2766,Yes,No,Yes,4.3,11513,2015
MALL000729,Urban Galleria,Maharashtra,Pune,Sector 60,Premium,5,465,1460,No,Yes,No,4.7,18872,2025
MALL000730,Urban Galleria,Karnataka,Bengaluru,Sector 47,Community,7,186,1579,Yes,No,Yes,4.8,38660,2008
MALL000731,Lulu Mall,Tamil Nadu,Chennai,Sector 68,Premium,8,178,2334,Yes,No,No,3.9,1881,2009
MALL000732,DLF Mall of India,Tamil Nadu,Chennai,Sector 30,Community,6,388,439,Yes,Yes,Yes,4.1,33243,2007
MALL000733,Royal Mall,Tamil Nadu,Chennai,Sector 12,Community,2,428,926,Yes,No,No,4.4,5704,1998
MALL000734,Grand Square Mall,Delhi,New Delhi,Sector 62,Regional,2,123,1318,Yes,Yes,Yes,3.6,35290,2023
MALL000735,Urban Galleria,Karnataka,Bengaluru,Sector 50,Premium,8,207,532,Yes,No,No,3.6,16592,2015
MALL000736,Royal Mall,Tamil Nadu,Chennai,Sector 16,Premium,3,386,368,Yes,Yes,No,4.6,21126,2018
MALL000737,DLF Mall of India,Karnataka,Bengaluru,Sector 54,Regional,8,257,1834,No,Yes,No,3.7,42961,2012
MALL000738,Phoenix Marketcity,Karnataka,Bengaluru,Sector 30,Premium,4,446,768,No,No,Yes,3.7,31280,2008
MALL000739,Metro Plaza,Telangana,Hyderabad,Sector 55,Community,2,192,1851,No,Yes,No,4.6,14139,2012
MALL000740,Ambience Mall,Delhi,New Delhi,Sector 69,Community,8,87,1658,No,No,Yes,4.0,5374,2019
MALL000741,Urban Galleria,Delhi,New Delhi,Sector 60,Regional,6,109,1410,Yes,No,Yes,4.5,31361,2020
MALL000742,Royal Mall,Karnataka,Bengaluru,Sector 27,Luxury,3,181,1019,No,No,Yes,3.8,25154,2002
MALL000743,City Centre Mall,Karnataka,Bengaluru,Sector 18,Community,7,71,2992,No,Yes,Yes,4.9,4642,2019
MALL000744,Royal Mall,Maharashtra,Pune,Sector 10,Premium,7,298,1104,No,No,No,3.8,46315,2016
MALL000745,Metro Plaza,Maharashtra,Mumbai,Sector 55,Community,5,55,2925,Yes,No,No,3.9,23652,2020
MALL000746,City Centre Mall,Tamil Nadu,Chennai,Sector 11,Regional,5,473,697,Yes,Yes,Yes,4.3,16878,2019
MALL000747,City Centre Mall,Tamil Nadu,Chennai,Sector 79,Premium,8,138,2849,No,No,No,4.0,19595,2021
MALL000748,VR Mall,Telangana,Hyderabad,Sector 60,Luxury,3,89,2916,No,No,No,4.4,1891,2000
MALL000749,Grand Square Mall,Maharashtra,Mumbai,Sector 77,Community,8,481,2048,Yes,Yes,Yes,4.8,34801,1997
MALL000750,Urban Galleria,Tamil Nadu,Chennai,Sector 29,Premium,8,289,2502,Yes,No,No,4.9,16040,2023
MALL000751,Metro Plaza,Karnataka,Bengaluru,Sector 15,Community,3,369,333,No,No,Yes,3.6,40196,2013
MALL000752,DLF Mall of India,Maharashtra,Pune,Sector 53,Regional,8,179,1677,Yes,Yes,Yes,4.7,13796,2022
MALL000753,Lulu Mall,Maharashtra,Pune,Sector 76,Community,7,458,1932,Yes,Yes,No,4.2,12342,2021
MALL000754,VR Mall,Telangana,Hyderabad,Sector 35,Luxury,8,277,606,Yes,No,No,4.8,16599,2018
MALL000755,Grand Square Mall,Tamil Nadu,Chennai,Sector 51,Regional,2,488,636,Yes,No,Yes,5.0,3425,2019
MALL000756,Grand Square Mall,Delhi,New Delhi,Sector 21,Regional,3,304,2967,No,Yes,No,4.4,48506,2014
MALL000757,Grand Square Mall,Karnataka,Bengaluru,Sector 5,Community,3,388,1611,Yes,No,Yes,4.8,2946,2000
MALL000758,Royal Mall,Maharashtra,Pune,Sector 16,Premium,4,496,1505,No,Yes,No,4.2,15436,2012
MALL000759,City Centre Mall,Karnataka,Bengaluru,Sector 60,Luxury,2,162,2836,Yes,No,No,3.8,9243,2012
MALL000760,City Centre Mall,Delhi,New Delhi,Sector 70,Premium,3,177,292,No,Yes,Yes,3.6,29179,2024
MALL000761,DLF Mall of India,Delhi,New Delhi,Sector 5,Premium,3,498,2416,No,No,No,3.6,23395,2024
MALL000762,Metro Plaza,Maharashtra,Pune,Sector 70,Regional,5,164,2945,Yes,No,Yes,4.5,16222,2021
MALL000763,Royal Mall,Maharashtra,Mumbai,Sector 25,Community,5,281,2075,Yes,Yes,No,3.6,14327,1996
MALL000764,Royal Mall,Maharashtra,Mumbai,Sector 65,Community,5,250,2119,No,Yes,No,3.7,46973,1998
MALL000765,Lulu Mall,Maharashtra,Mumbai,Sector 5,Regional,4,85,2343,Yes,No,Yes,4.4,20941,2013
MALL000766,Grand Square Mall,Telangana,Hyderabad,Sector 11,Regional,8,53,1845,No,No,Yes,4.4,21269,2005
MALL000767,City Centre Mall,Karnataka,Bengaluru,Sector 35,Luxury,6,182,2704,Yes,No,Yes,4.9,29433,2002
MALL000768,Metro Plaza,Telangana,Hyderabad,Sector 51,Luxury,3,437,2043,Yes,Yes,No,3.8,30949,2013
MALL000769,Urban Galleria,Karnataka,Bengaluru,Sector 74,Luxury,5,492,1627,Yes,No,No,3.5,42410,2024
MALL000770,Metro Plaza,Delhi,New Delhi,Sector 73,Premium,3,296,2114,No,Yes,No,4.5,39964,1998
MALL000771,Grand Square Mall,Tamil Nadu,Chennai,Sector 20,Premium,8,374,2532,Yes,No,No,4.9,47181,2002
MALL000772,Metro Plaza,Maharashtra,Mumbai,Sector 59,Premium,7,267,1444,Yes,Yes,No,4.7,15352,2005
MALL000773,Metro Plaza,Telangana,Hyderabad,Sector 38,Community,2,308,2349,Yes,Yes,No,4.8,34002,2007
MALL000774,Lulu Mall,Karnataka,Bengaluru,Sector 55,Luxury,4,128,2174,Yes,No,Yes,3.6,31768,2001
MALL000775,DLF Mall of India,Delhi,New Delhi,Sector 41,Regional,6,109,551,Yes,Yes,Yes,4.0,9730,2016
MALL000776,Metro Plaza,Telangana,Hyderabad,Sector 42,Luxury,2,391,368,No,Yes,No,4.2,3149,2024
MALL000777,Metro Plaza,Delhi,New Delhi,Sector 56,Luxury,2,410,1093,No,Yes,Yes,4.2,47044,2022
MALL000778,Royal Mall,Karnataka,Bengaluru,Sector 20,Luxury,2,78,1168,Yes,Yes,Yes,3.9,39970,2021
MALL000779,City Centre Mall,Tamil Nadu,Chennai,Sector 4,Luxury,8,166,2526,No,Yes,Yes,3.8,33209,1997
MALL000780,VR Mall,Karnataka,Bengaluru,Sector 53,Regional,6,248,2773,Yes,Yes,No,4.1,14677,2024
MALL000781,City Centre Mall,Maharashtra,Mumbai,Sector 29,Premium,4,145,1116,Yes,No,Yes,4.8,29916,2011
MALL000782,Royal Mall,Tamil Nadu,Chennai,Sector 52,Community,8,299,996,Yes,Yes,Yes,4.5,7566,2007
MALL000783,Royal Mall,Delhi,New Delhi,Sector 8,Luxury,2,206,1987,No,Yes,No,4.6,5692,2003
MALL000784,Urban Galleria,Delhi,New Delhi,Sector 45,Premium,7,304,1495,Yes,No,No,4.8,46086,2019
MALL000785,Royal Mall,Tamil Nadu,Chennai,Sector 67,Regional,6,134,2773,No,No,No,4.1,45753,2013
MALL000786,Royal Mall,Karnataka,Bengaluru,Sector 24,Regional,6,385,488,No,No,No,4.2,41933,2010
MALL000787,Royal Mall,Maharashtra,Mumbai,Sector 75,Luxury,7,62,2592,No,Yes,No,3.6,2834,2015
MALL000788,City Centre Mall,Tamil Nadu,Chennai,Sector 55,Luxury,4,303,1232,Yes,Yes,Yes,3.9,39282,1997
MALL000789,Urban Galleria,Delhi,New Delhi,Sector 62,Community,8,390,2180,No,Yes,Yes,4.1,49751,2010
MALL000790,Lulu Mall,Telangana,Hyderabad,Sector 62,Luxury,3,295,2259,Yes,Yes,Yes,3.7,23559,1996
MALL000791,Metro Plaza,Maharashtra,Mumbai,Sector 74,Premium,8,197,2616,Yes,Yes,Yes,4.1,23037,2015
MALL000792,Royal Mall,Karnataka,Bengaluru,Sector 50,Regional,8,72,464,No,No,No,3.5,44780,2008
MALL000793,City Centre Mall,Karnataka,Bengaluru,Sector 28,Community,5,199,501,Yes,Yes,No,4.7,27021,2017
MALL000794,Royal Mall,Telangana,Hyderabad,Sector 11,Community,6,148,443,No,Yes,Yes,4.6,16366,2016
MALL000795,Royal Mall,Telangana,Hyderabad,Sector 23,Luxury,6,456,479,Yes,Yes,Yes,3.9,1556,2024
MALL000796,Lulu Mall,Tamil Nadu,Chennai,Sector 4,Regional,3,499,2873,Yes,No,Yes,4.3,30598,2016
MALL000797,City Centre Mall,Telangana,Hyderabad,Sector 36,Premium,6,99,1470,No,No,Yes,4.3,38105,2022
MALL000798,Urban Galleria,Tamil Nadu,Chennai,Sector 80,Luxury,8,96,267,No,Yes,No,4.1,463,2009
MALL000799,Royal Mall,Karnataka,Bengaluru,Sector 50,Luxury,7,271,899,No,Yes,No,3.9,38485,2000
MALL000800,Urban Galleria,Delhi,New Delhi,Sector 28,Regional,8,191,1938,No,No,No,4.3,8736,2015
MALL000801,City Centre Mall,Maharashtra,Mumbai,Sector 67,Premium,4,427,2814,No,No,Yes,3.7,9272,1995
MALL000802,Metro Plaza,Tamil Nadu,Chennai,Sector 23,Community,8,72,1355,Yes,No,Yes,4.0,4038,2024
MALL000803,Royal Mall,Maharashtra,Pune,Sector 11,Community,6,260,805,Yes,Yes,No,3.6,22772,2012
MALL000804,City Centre Mall,Delhi,New Delhi,Sector 25,Community,2,389,263,Yes,No,No,3.7,3683,2014
MALL000805,City Centre Mall,Karnataka,Bengaluru,Sector 24,Premium,7,248,2929,No,Yes,Yes,4.4,20990,2000
MALL000806,Lulu Mall,Tamil Nadu,Chennai,Sector 34,Premium,5,246,1979,Yes,No,Yes,4.2,23274,2014
MALL000807,DLF Mall of India,Tamil Nadu,Chennai,Sector 48,Community,5,368,1103,Yes,Yes,Yes,3.7,10308,2006
MALL000808,Grand Square Mall,Tamil Nadu,Chennai,Sector 18,Luxury,2,109,1160,No,No,No,3.7,40793,2000
MALL000809,Royal Mall,Tamil Nadu,Chennai,Sector 42,Community,4,405,1104,Yes,No,Yes,3.9,41663,1998
MALL000810,Ambience Mall,Tamil Nadu,Chennai,Sector 10,Luxury,2,105,2903,No,Yes,No,4.7,22763,2023
MALL000811,Metro Plaza,Telangana,Hyderabad,Sector 32,Luxury,2,113,439,Yes,Yes,Yes,4.3,45371,2020
MALL000812,Urban Galleria,Tamil Nadu,Chennai,Sector 67,Community,3,196,1708,Yes,Yes,Yes,4.0,29843,2025
MALL000813,DLF Mall of India,Maharashtra,Pune,Sector 78,Luxury,7,162,570,Yes,Yes,No,4.2,10721,2015
MALL000814,VR Mall,Telangana,Hyderabad,Sector 11,Premium,8,138,2827,Yes,No,No,3.5,15889,2022
MALL000815,Grand Square Mall,Tamil Nadu,Chennai,Sector 34,Premium,3,322,374,Yes,No,Yes,4.1,19806,2011
MALL000816,VR Mall,Tamil Nadu,Chennai,Sector 22,Luxury,4,83,2883,Yes,Yes,Yes,4.1,40788,2002
MALL000817,Urban Galleria,Maharashtra,Mumbai,Sector 67,Regional,2,104,1953,No,Yes,Yes,4.8,24643,2011
MALL000818,City Centre Mall,Maharashtra,Pune,Sector 11,Luxury,5,217,1717,Yes,Yes,No,4.3,8886,2010
MALL000819,Grand Square Mall,Karnataka,Bengaluru,Sector 20,Luxury,3,340,2465,Yes,Yes,Yes,3.9,5117,2012
MALL000820,Grand Square Mall,Tamil Nadu,Chennai,Sector 25,Regional,5,103,1200,Yes,Yes,Yes,4.8,25166,1995
MALL000821,City Centre Mall,Tamil Nadu,Chennai,Sector 17,Regional,5,267,2855,Yes,No,Yes,3.7,23833,2023
MALL000822,Royal Mall,Telangana,Hyderabad,Sector 25,Luxury,5,57,2030,No,No,No,3.7,26911,2012
MALL000823,City Centre Mall,Maharashtra,Pune,Sector 7,Community,6,121,2798,No,No,No,4.4,41738,2018
MALL000824,Grand Square Mall,Telangana,Hyderabad,Sector 47,Community,5,398,1653,No,No,No,4.0,36808,2013
MALL000825,Metro Plaza,Karnataka,Bengaluru,Sector 11,Regional,5,225,2516,Yes,No,Yes,4.6,39046,2007
MALL000826,City Centre Mall,Tamil Nadu,Chennai,Sector 24,Regional,5,186,1615,Yes,Yes,No,4.7,13848,2022
MALL000827,Ambience Mall,Tamil Nadu,Chennai,Sector 19,Premium,4,203,1681,Yes,Yes,Yes,3.7,44628,2007
MALL000828,Grand Square Mall,Maharashtra,Mumbai,Sector 23,Luxury,8,148,1907,No,Yes,No,3.7,22884,2024
MALL000829,Metro Plaza,Telangana,Hyderabad,Sector 19,Premium,2,127,2491,No,No,No,4.6,21946,2013
MALL000830,Grand Square Mall,Delhi,New Delhi,Sector 78,Premium,2,250,2825,No,Yes,Yes,4.2,44184,2017
MALL000831,Urban Galleria,Karnataka,Bengaluru,Sector 66,Regional,3,368,559,Yes,Yes,No,4.2,44098,2024
MALL000832,Metro Plaza,Karnataka,Bengaluru,Sector 62,Community,6,109,1974,No,Yes,Yes,4.1,44304,2025
MALL000833,Urban Galleria,Delhi,New Delhi,Sector 20,Regional,3,212,913,Yes,No,No,4.7,2176,1999
MALL000834,Royal Mall,Karnataka,Bengaluru,Sector 16,Community,3,446,684,Yes,No,No,3.8,29197,1997
MALL000835,City Centre Mall,Maharashtra,Mumbai,Sector 58,Community,6,93,732,Yes,No,Yes,4.2,41622,2005
MALL000836,Urban Galleria,Telangana,Hyderabad,Sector 68,Regional,4,64,532,No,Yes,No,4.2,22051,2024
MALL000837,Urban Galleria,Maharashtra,Mumbai,Sector 29,Community,5,221,2370,No,No,Yes,4.0,14948,2022
MALL000838,Grand Square Mall,Karnataka,Bengaluru,Sector 46,Premium,4,169,2636,No,Yes,No,3.7,7919,2012
MALL000839,Grand Square Mall,Delhi,New Delhi,Sector 8,Premium,7,248,265,Yes,Yes,No,3.6,31652,2003
MALL000840,Urban Galleria,Delhi,New Delhi,Sector 47,Community,8,253,2070,Yes,No,Yes,4.9,31688,2018
MALL000841,Royal Mall,Delhi,New Delhi,Sector 13,Community,8,471,1876,Yes,Yes,Yes,4.7,35310,2005
MALL000842,Urban Galleria,Tamil Nadu,Chennai,Sector 7,Luxury,6,208,789,Yes,No,No,4.7,1020,2020
MALL000843,City Centre Mall,Tamil Nadu,Chennai,Sector 8,Regional,3,496,999,Yes,No,No,4.8,1596,2005
MALL000844,Urban Galleria,Maharashtra,Pune,Sector 67,Regional,6,76,1199,No,No,No,3.8,18234,2003
MALL000845,Grand Square Mall,Delhi,New Delhi,Sector 47,Premium,7,288,2709,No,No,Yes,4.3,15327,2006
MALL000846,Grand Square Mall,Karnataka,Bengaluru,Sector 49,Premium,2,250,681,No,Yes,Yes,4.5,32668,2021
MALL000847,Metro Plaza,Karnataka,Bengaluru,Sector 49,Regional,4,315,2911,Yes,Yes,No,4.5,10025,2013
MALL000848,Royal Mall,Karnataka,Bengaluru,Sector 13,Luxury,2,396,1814,Yes,Yes,No,4.4,13909,2005
MALL000849,Metro Plaza,Telangana,Hyderabad,Sector 66,Regional,8,157,1538,Yes,No,No,4.3,45185,2002
MALL000850,Metro Plaza,Tamil Nadu,Chennai,Sector 59,Community,2,324,2751,Yes,Yes,No,4.9,25341,2005
MALL000851,VR Mall,Telangana,Hyderabad,Sector 22,Luxury,8,384,1960,No,Yes,No,3.7,17567,1999
MALL000852,Metro Plaza,Delhi,New Delhi,Sector 69,Premium,3,467,1832,No,No,Yes,4.7,37104,1998
MALL000853,Ambience Mall,Karnataka,Bengaluru,Sector 66,Regional,2,292,408,Yes,No,Yes,3.6,9634,2024
MALL000854,Metro Plaza,Maharashtra,Mumbai,Sector 14,Luxury,6,262,1420,Yes,Yes,Yes,4.2,29903,2016
MALL000855,Metro Plaza,Delhi,New Delhi,Sector 50,Premium,8,264,2596,No,Yes,Yes,3.5,28379,1998
MALL000856,VR Mall,Telangana,Hyderabad,Sector 41,Luxury,2,139,1825,Yes,Yes,Yes,4.4,1379,1997
MALL000857,Metro Plaza,Maharashtra,Pune,Sector 30,Premium,3,389,1059,No,No,Yes,4.5,35154,2005
MALL000858,Royal Mall,Delhi,New Delhi,Sector 67,Premium,8,300,1023,No,Yes,Yes,4.8,14742,2018
MALL000859,Royal Mall,Tamil Nadu,Chennai,Sector 80,Premium,3,132,2063,Yes,No,No,5.0,10300,2003
MALL000860,Metro Plaza,Maharashtra,Mumbai,Sector 77,Luxury,2,162,653,Yes,No,No,4.5,26061,2001
MALL000861,Grand Square Mall,Karnataka,Bengaluru,Sector 64,Premium,2,429,2182,Yes,Yes,Yes,4.6,45915,2024
MALL000862,City Centre Mall,Telangana,Hyderabad,Sector 23,Regional,3,393,1673,Yes,No,No,3.8,38864,2018
MALL000863,Royal Mall,Tamil Nadu,Chennai,Sector 2,Luxury,6,183,2140,No,Yes,Yes,4.0,27510,1996
MALL000864,Urban Galleria,Maharashtra,Pune,Sector 79,Premium,8,118,921,Yes,Yes,Yes,4.1,31929,1998
MALL000865,Royal Mall,Karnataka,Bengaluru,Sector 64,Luxury,7,437,1271,Yes,No,No,3.7,31589,2003
MALL000866,Metro Plaza,Delhi,New Delhi,Sector 34,Regional,6,121,2611,Yes,No,No,4.4,47903,2018
MALL000867,Urban Galleria,Karnataka,Bengaluru,Sector 36,Luxury,6,269,934,No,Yes,Yes,4.9,10600,2001
MALL000868,DLF Mall of India,Karnataka,Bengaluru,Sector 40,Premium,4,471,1469,Yes,No,Yes,3.9,39827,2009
MALL000869,Phoenix Marketcity,Delhi,New Delhi,Sector 33,Community,3,119,2848,Yes,No,Yes,3.9,22109,2001
MALL000870,Urban Galleria,Maharashtra,Mumbai,Sector 66,Regional,5,121,1361,No,Yes,No,4.7,49919,1997
MALL000871,Metro Plaza,Karnataka,Bengaluru,Sector 1,Regional,4,329,1703,No,No,Yes,4.1,30274,2012
MALL000872,Metro Plaza,Tamil Nadu,Chennai,Sector 11,Luxury,5,159,1650,No,No,No,4.3,15924,2007
MALL000873,Metro Plaza,Maharashtra,Pune,Sector 8,Community,4,172,1304,Yes,Yes,No,4.3,3529,2016
MALL000874,Urban Galleria,Telangana,Hyderabad,Sector 45,Community,8,182,2711,No,No,Yes,4.7,19261,2008
MALL000875,City Centre Mall,Karnataka,Bengaluru,Sector 32,Luxury,6,177,516,Yes,No,No,4.9,41859,1998
MALL000876,City Centre Mall,Maharashtra,Pune,Sector 6,Regional,8,278,1384,Yes,No,Yes,4.3,33525,1997
MALL000877,City Centre Mall,Delhi,New Delhi,Sector 50,Luxury,7,63,1827,Yes,Yes,Yes,4.4,24504,2019
MALL000878,Grand Square Mall,Maharashtra,Mumbai,Sector 15,Regional,8,491,2690,No,No,Yes,4.6,7235,2017
MALL000879,Grand Square Mall,Delhi,New Delhi,Sector 42,Community,3,105,2004,Yes,No,Yes,4.4,1368,2000
MALL000880,Metro Plaza,Delhi,New Delhi,Sector 18,Premium,2,125,1541,No,No,No,3.8,42183,2006
MALL000881,Lulu Mall,Maharashtra,Mumbai,Sector 70,Luxury,4,323,2074,Yes,No,No,4.4,20489,2015
MALL000882,Urban Galleria,Karnataka,Bengaluru,Sector 23,Regional,4,70,295,No,No,Yes,4.3,40660,2002
MALL000883,City Centre Mall,Delhi,New Delhi,Sector 23,Premium,7,382,2339,Yes,Yes,No,3.6,21644,2014
MALL000884,City Centre Mall,Delhi,New Delhi,Sector 6,Premium,8,376,2420,Yes,No,Yes,3.7,42257,2003
MALL000885,Phoenix Marketcity,Tamil Nadu,Chennai,Sector 37,Regional,4,362,463,Yes,No,No,4.9,42259,2008
MALL000886,Metro Plaza,Tamil Nadu,Chennai,Sector 12,Premium,2,418,952,Yes,Yes,Yes,5.0,18168,2006
MALL000887,Metro Plaza,Tamil Nadu,Chennai,Sector 70,Luxury,2,51,1811,No,No,Yes,3.7,37203,2004
MALL000888,Grand Square Mall,Delhi,New Delhi,Sector 1,Community,2,492,2382,No,Yes,No,3.8,35594,2002
