School_ID,School_Name,City_ID,City_Name,State_Name,Locality_ID,Locality_Name,School_Type,Board,Management,Established_Year,Rating,Green_School,Campus_Area_Acres,Student_Count,Teacher_Count,Student_Teacher_Ratio,Annual_Fees_INR,Transport,Hostel,Smart_Classrooms,Sports_Complex,Swimming_Pool,Robotics_Lab,Science_Lab,Computer_Lab,Library,CCTV,GPS_Bus,Nearby_Metro,Distance_to_Metro_km,Latitude,Longitude,Website,Last_Updated
S21483,Ryan International School,C0868,Haryana City 868,Haryana,L11336,Nagar 36 Enclave,Boarding,ICSE,Trust,1982,2.7,Yes,27.61,2961,141,21.0,101040,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,17.2,22.05792,68.379281,https://school21483.edu.in,2025-12-31
S21484,Holy Child Senior Secondary School,C0020,Korba,Chhattisgarh,L00252,Garden 123 Greens,Boarding,IB,Trust,2022,4.6,No,29.69,2970,198,15.0,306758,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,12.07,35.697806,93.105285,https://school21484.edu.in,2025-12-31
S21485,Heritage School,C0174,Andhra City 174,Andhra Pradesh,L02277,Enclave 69 Vista,Boarding,ISC,Government,2009,3.7,Yes,19.03,3168,198,16.0,495735,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,19.35,10.491286,83.391954,https://school21485.edu.in,2025-12-31
S21486,Modern Public School,C0902,Rajasthan City 902,Rajasthan,L11754,Colony 121 County,Residential,ICSE,Trust,2013,2.9,Yes,36.17,1104,46,24.0,478320,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7.38,30.826708,70.019494,https://school21486.edu.in,2025-12-31
S21487,Wisdom Academy,C0446,Nagaland City 446,Nagaland,L05781,Extension 118 Residency,Kendriya Vidyalaya,State Board,Government,1980,4.9,No,38.04,3212,146,22.0,201018,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,11.94,18.076153,81.49336,https://school21487.edu.in,2025-12-31
S21488,Oxford International School,C0584,Odisha City 584,Odisha,L07626,Sector 61 Residency,Residential,ICSE,Government,2015,3.4,No,7.86,4482,249,18.0,449274,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,7.7,9.654265,85.982058,https://school21488.edu.in,2025-12-31
S21489,Wisdom Academy,C0999,Puducherry City 999,Puducherry,L12971,Nagar 71 Vista,Private,Cambridge,Private,2016,4.9,Yes,7.56,2952,123,24.0,183379,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,14.42,16.454002,86.154153,https://school21489.edu.in,2025-12-31
S21490,Cambridge Senior Secondary School,C0599,Andaman City 599,Andaman and Nicobar Islands,L07823,Phase 34 Vista,Government Aided,IGCSE,Government,2019,4.6,Yes,12.83,3894,177,22.0,308715,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,6.32,35.786578,74.050586,https://school21490.edu.in,2025-12-31
S21491,Global International School,C0435,Goa City 435,Goa,L05624,Layout 10 Township,Government,State Board,Private,2022,3.9,No,6.95,2416,151,16.0,127800,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,0.45,26.096625,88.408725,https://school21491.edu.in,2025-12-31
S21492,Sunrise School,C0850,Jammu City 850,Jammu and Kashmir,L11111,Colony 140 County,Government,ICSE,Government,1957,3.7,Yes,19.9,4600,230,20.0,458938,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,18.82,22.775537,77.840897,https://school21492.edu.in,2025-12-31
S21493,St. Xavier's International School,C0523,Rajasthan City 523,Rajasthan,L06818,Extension 100 Gardens,Government,IB,Trust,1970,4.9,Yes,11.54,3381,147,23.0,97813,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,9.93,13.102135,78.398066,https://school21493.edu.in,2025-12-31
S21494,Delhi Public School,C0675,Uttarakhand City 675,Uttarakhand,L08796,Colony 112 Greens,Boarding,IGCSE,Government,2020,4.2,Yes,16.15,4046,119,34.0,132462,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,19.95,11.509409,94.805567,https://school21494.edu.in,2025-12-31
S21495,Sunrise Senior Secondary School,C0043,Mysuru,Karnataka,L00558,Garden 14 Residency,Private,ISC,Government,1993,4.2,No,21.3,4371,141,31.0,356910,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,18.2,26.381531,79.777564,https://school21495.edu.in,2025-12-31
S21496,Future School,C0363,Ladakh City 363,Ladakh,L04716,Block 67 Paradise,International,CBSE,Trust,1959,4.9,Yes,7.94,6020,172,35.0,238710,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,17.9,31.387312,78.028807,https://school21496.edu.in,2025-12-31
S21497,Bright Future Academy,C0470,Kerala City 470,Kerala,L06098,Nagar 120 Heights,Jawahar Navodaya Vidyalaya,Cambridge,Government,1957,3.1,No,10.74,832,32,26.0,111480,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,8.68,27.00492,82.790866,https://school21497.edu.in,2025-12-31
S21498,Lotus World School,C0099,Haldwani,Uttarakhand,L01294,Enclave 52 Greens,Kendriya Vidyalaya,Cambridge,Government,2023,4.9,Yes,28.61,7128,216,33.0,406978,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,18.46,31.737916,96.219096,https://school21498.edu.in,2025-12-31
S21499,Sunrise Public School,C0905,Arunachal City 905,Arunachal Pradesh,L11795,Enclave 32 County,Residential,ICSE,Trust,1982,4.1,No,19.45,3780,126,30.0,382689,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,15.5,24.492318,91.409349,https://school21499.edu.in,2025-12-31
S21500,Sunrise World School,C0811,Uttarakhand City 811,Uttarakhand,L10621,Sector 67 Heights,Jawahar Navodaya Vidyalaya,State Board,Private,2008,2.7,Yes,12.64,5394,186,29.0,379721,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,11.7,9.133342,74.167087,https://school21500.edu.in,2025-12-31
S21501,Holy Child School,C0963,Telangana City 963,Telangana,L12523,Enclave 65 City,Boarding,Cambridge,Private,2020,3.5,Yes,19.18,4074,194,21.0,272631,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,7.71,23.063177,82.752428,https://school21501.edu.in,2025-12-31
S21502,National School,C0884,Maharashtra City 884,Maharashtra,L11532,Enclave 97 Heights,Government Aided,ISC,Private,1963,2.8,No,19.23,6176,193,32.0,259859,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,8.77,35.661604,82.754082,https://school21502.edu.in,2025-12-31
S21503,Delhi Public Academy,C0566,Jammu City 566,Jammu and Kashmir,L07407,Colony 48 Gardens,Jawahar Navodaya Vidyalaya,State Board,Private,2003,3.6,No,21.56,665,35,19.0,193147,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,0.68,31.058993,70.495348,https://school21503.edu.in,2025-12-31
S21504,Global International School,C0665,Himachal City 665,Himachal Pradesh,L08650,Sector 79 Paradise,Jawahar Navodaya Vidyalaya,Cambridge,Government,1957,4.0,No,3.12,2961,141,21.0,113952,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,17.89,21.559202,90.356984,https://school21504.edu.in,2025-12-31
S21505,Heritage International School,C0084,Tiruchirappalli,Tamil Nadu,L01093,Sector 37 County,Government Aided,CBSE,Government,2018,3.7,Yes,10.47,1850,74,25.0,387594,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,13.92,16.628248,89.837683,https://school21505.edu.in,2025-12-31
S21506,Ryan International Senior Secondary School,C0494,Jharkhand City 494,Jharkhand,L06423,Colony 68 Enclave,Boarding,ISC,Private,1981,3.7,No,24.72,3672,153,24.0,213240,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,7.79,18.195618,86.420071,https://school21506.edu.in,2025-12-31
S21507,St. Xavier's Public School,C0777,Chhattisgarh City 777,Chhattisgarh,L10164,Layout 135 Paradise,Kendriya Vidyalaya,Cambridge,Government,2006,3.6,Yes,6.0,1674,93,18.0,101402,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,12.72,15.487913,72.286876,https://school21507.edu.in,2025-12-31
S21508,Wisdom Public School,C0702,Delhi City 702,Delhi,L09148,Layout 125 Residency,Boarding,ISC,Trust,1975,3.9,No,27.8,3058,139,22.0,430120,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,11.19,26.128075,95.468479,https://school21508.edu.in,2025-12-31
S21509,Ryan International International School,C0054,Gwalior,Madhya Pradesh,L00696,Enclave 41 Residency,Kendriya Vidyalaya,ISC,Private,1994,2.8,Yes,25.47,2227,131,17.0,375886,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,8.09,17.092644,85.417971,https://school21509.edu.in,2025-12-31
S21510,Future Public School,C0404,Uttar City 404,Uttar Pradesh,L05224,Phase 62 Residency,International,CBSE,Private,2005,3.4,Yes,23.98,2485,71,35.0,178435,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,13.79,11.51349,78.578061,https://school21510.edu.in,2025-12-31
S21511,Green Valley International School,C0734,Punjab City 734,Punjab,L09549,Colony 112 Paradise,Jawahar Navodaya Vidyalaya,CBSE,Trust,1965,3.2,Yes,26.66,3872,242,16.0,50646,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,10.96,25.397428,78.495551,https://school21511.edu.in,2025-12-31
S21512,Green Valley Academy,C0269,Himachal City 269,Himachal Pradesh,L03503,Garden 29 City,Government Aided,ICSE,Trust,2022,3.6,No,37.24,3040,152,20.0,318515,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,2.7,17.096685,73.199652,https://school21512.edu.in,2025-12-31
S21513,Wisdom International School,C0910,Ladakh City 910,Ladakh,L11856,Block 81 City,International,CBSE,Private,2001,4.5,No,22.39,2037,97,21.0,435654,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,7.13,34.49586,79.849146,https://school21513.edu.in,2025-12-31
S21514,Bright Future School,C0347,Andaman City 347,Andaman and Nicobar Islands,L04500,Nagar 94 Gardens,Kendriya Vidyalaya,State Board,Private,1991,3.5,No,6.55,3781,199,19.0,324683,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,3.68,27.925922,68.340952,https://school21514.edu.in,2025-12-31
S21515,Heritage School,C0475,Nagaland City 475,Nagaland,L06170,Park 60 Paradise,Private,ISC,Government,1961,2.7,No,10.89,6596,194,34.0,285109,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,0.68,24.1115,72.203103,https://school21515.edu.in,2025-12-31
S21516,Modern World School,C0266,Kerala City 266,Kerala,L03467,Garden 29 City,Jawahar Navodaya Vidyalaya,ISC,Trust,1954,3.3,No,36.97,3026,89,34.0,443940,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,9.53,33.885729,95.857285,https://school21516.edu.in,2025-12-31
S21517,Cambridge Public School,C0256,Arunachal City 256,Arunachal Pradesh,L03330,Extension 85 Gardens,Private,State Board,Trust,1981,4.6,Yes,1.79,4660,233,20.0,434183,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,3.72,29.159433,86.442464,https://school21517.edu.in,2025-12-31
S21518,Springfield Senior Secondary School,C0985,Nagaland City 985,Nagaland,L12791,Park 23 Greens,Kendriya Vidyalaya,CBSE,Government,1995,3.9,No,30.5,648,27,24.0,82229,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,5.06,9.264795,92.417792,https://school21518.edu.in,2025-12-31
S21519,Delhi Public Public School,C0945,Madhya City 945,Madhya Pradesh,L12289,Garden 149 Enclave,Private,IGCSE,Trust,2021,3.5,Yes,14.04,3000,125,24.0,282862,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,2.14,21.436307,88.562873,https://school21519.edu.in,2025-12-31
S21520,Heritage World School,C0025,Surat,Gujarat,L00304,Garden 62 Heights,Private,IGCSE,Trust,2013,2.8,Yes,24.78,6216,222,28.0,122496,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,19.88,8.947564,68.761158,https://school21520.edu.in,2025-12-31
S21521,Wisdom World School,C0333,Jharkhand City 333,Jharkhand,L04326,Block 12 Greens,International,ICSE,Private,1956,4.1,Yes,34.71,1550,50,31.0,380117,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,2.29,17.189358,73.76586,https://school21521.edu.in,2025-12-31
S21522,Green Valley Public School,C0186,Himachal City 186,Himachal Pradesh,L02455,Block 110 County,Jawahar Navodaya Vidyalaya,IB,Private,1970,3.9,Yes,6.89,1914,87,22.0,470870,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,14.84,26.780145,88.245835,https://school21522.edu.in,2025-12-31
S21523,Wisdom World School,C0620,Himachal City 620,Himachal Pradesh,L08115,Garden 107 Greens,Kendriya Vidyalaya,CBSE,Government,2011,3.7,No,22.33,4693,247,19.0,228660,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,15.28,34.965923,74.656099,https://school21523.edu.in,2025-12-31
S21524,Future Public School,C0867,Maharashtra City 867,Maharashtra,L11322,Layout 51 Greens,Residential,IB,Trust,1961,2.8,No,20.61,1054,62,17.0,291914,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,2.04,24.886458,75.219476,https://school21524.edu.in,2025-12-31
S21525,Cambridge Public School,C0068,Rourkela,Odisha,L00874,Layout 33 Gardens,Government Aided,State Board,Private,1973,4.2,Yes,19.99,5452,188,29.0,481270,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,9.76,14.460452,96.387851,https://school21525.edu.in,2025-12-31
S21526,Oxford School,C0026,Vadodara,Gujarat,L00317,Nagar 43 Residency,Kendriya Vidyalaya,Cambridge,Private,1980,3.7,Yes,2.73,812,28,29.0,229975,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,15.88,10.723393,76.833466,https://school21526.edu.in,2025-12-31
S21527,Delhi Public Academy,C0953,Punjab City 953,Punjab,L12396,Park 78 Township,Boarding,ISC,Trust,1980,4.3,Yes,33.86,2904,88,33.0,238618,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,11.46,22.696295,95.807411,https://school21527.edu.in,2025-12-31
S21528,Bright Future Public School,C0264,Bihar City 264,Bihar,L03433,Nagar 55 City,Private,Cambridge,Government,2001,3.4,No,23.52,4230,235,18.0,260094,No,Yes,No,No,No,No,No,No,No,No,Yes,No,4.31,12.669179,87.124073,https://school21528.edu.in,2025-12-31
S21529,Oxford School,C0150,Meghalaya City 150,Meghalaya,L01936,Layout 17 Paradise,Government Aided,IB,Private,1958,2.7,Yes,31.63,3738,178,21.0,257790,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,9.48,28.705302,69.936127,https://school21529.edu.in,2025-12-31
S21530,Modern Academy,C0420,Punjab City 420,Punjab,L05447,Block 101 County,Kendriya Vidyalaya,IGCSE,Private,2005,3.3,Yes,5.29,5434,247,22.0,248758,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,3.16,36.056733,71.444756,https://school21530.edu.in,2025-12-31
S21531,Heritage Public School,C0740,Arunachal City 740,Arunachal Pradesh,L09628,Nagar 58 Paradise,International,State Board,Trust,1970,3.2,Yes,22.99,2128,112,19.0,66997,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,15.0,36.616463,69.531369,https://school21531.edu.in,2025-12-31
S21532,Delhi Public Academy,C0736,Puducherry City 736,Puducherry,L09579,Layout 82 Vista,Boarding,IB,Government,1998,3.6,Yes,26.45,1242,69,18.0,459956,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,14.49,25.281761,91.463425,https://school21532.edu.in,2025-12-31
S21533,Scholars World School,C0817,Rajasthan City 817,Rajasthan,L10692,Layout 74 Gardens,Private,Cambridge,Trust,1984,3.0,No,19.36,3285,219,15.0,336087,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,17.91,19.838101,85.030419,https://school21533.edu.in,2025-12-31
S21534,Bright Future Academy,C0549,Uttarakhand City 549,Uttarakhand,L07176,Sector 44 Greens,Government Aided,CBSE,Government,1998,3.7,Yes,19.69,3824,239,16.0,217151,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,11.83,34.417661,83.018372,https://school21534.edu.in,2025-12-31
S21535,Modern Public School,C0702,Delhi City 702,Delhi,L09151,Nagar 119 Paradise,Kendriya Vidyalaya,IB,Trust,2017,4.3,Yes,32.93,4977,237,21.0,243924,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,15.63,19.19047,95.15744,https://school21535.edu.in,2025-12-31
S21536,Global Academy,C0491,Lakshadweep City 491,Lakshadweep,L06382,Garden 116 Enclave,Residential,IGCSE,Trust,1995,3.9,Yes,15.06,1035,45,23.0,59667,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1.76,13.738054,91.402306,https://school21536.edu.in,2025-12-31
S21537,Oxford Public School,C0188,Puducherry City 188,Puducherry,L02477,Sector 92 Heights,Government,Cambridge,Trust,1998,3.1,Yes,17.6,2373,113,21.0,397505,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,14.86,35.923233,90.586945,https://school21537.edu.in,2025-12-31
S21538,Cambridge School,C0427,Tamil City 427,Tamil Nadu,L05536,Park 26 Enclave,Government Aided,IB,Government,1966,4.0,No,20.71,4644,172,27.0,257589,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0.34,24.177055,89.663825,https://school21538.edu.in,2025-12-31
S21539,Modern International School,C0993,Maharashtra City 993,Maharashtra,L12907,Garden 150 Residency,Government,ISC,Trust,2024,4.6,Yes,34.69,3420,190,18.0,467768,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,12.47,14.848863,86.089325,https://school21539.edu.in,2025-12-31
S21540,Bright Future Senior Secondary School,C0124,Chandigarh City 124,Chandigarh,L01624,Garden 64 Vista,Private,ISC,Private,2002,5.0,No,25.29,625,25,25.0,47329,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1.71,26.143822,96.875503,https://school21540.edu.in,2025-12-31
S21541,Green Valley Senior Secondary School,C0106,Srinagar,Jammu and Kashmir,L01378,Garden 107 City,Private,IB,Government,1961,2.6,No,25.9,2523,87,29.0,324813,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,12.34,22.019063,96.739324,https://school21541.edu.in,2025-12-31
S21542,Springfield School,C0935,Jammu City 935,Jammu and Kashmir,L12174,Block 132 Residency,Jawahar Navodaya Vidyalaya,IB,Government,2003,3.4,Yes,6.15,2541,77,33.0,463615,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,13.23,11.75697,77.86361,https://school21542.edu.in,2025-12-31
S21543,Cambridge World School,C0775,Punjab City 775,Punjab,L10137,Garden 46 Greens,Kendriya Vidyalaya,Cambridge,Trust,2000,3.0,Yes,8.52,5675,227,25.0,90816,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,15.08,19.55237,96.286293,https://school21543.edu.in,2025-12-31
S21544,Global Academy,C0831,Assam City 831,Assam,L10866,Colony 133 City,Jawahar Navodaya Vidyalaya,IGCSE,Trust,1988,4.6,Yes,13.39,3465,105,33.0,236088,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,9.98,12.409669,75.140248,https://school21544.edu.in,2025-12-31
S21545,Future Public School,C0791,Goa City 791,Goa,L10329,Enclave 97 Paradise,Kendriya Vidyalaya,IGCSE,Government,2020,2.9,No,8.8,1638,91,18.0,296465,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,16.5,32.68097,73.548237,https://school21545.edu.in,2025-12-31
S21546,Oxford International School,C0026,Vadodara,Gujarat,L00324,Block 119 City,Boarding,Cambridge,Government,1966,3.4,Yes,24.88,4082,157,26.0,465176,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,17.98,20.320156,68.811149,https://school21546.edu.in,2025-12-31
S21547,Sunrise School,C0572,Chandigarh City 572,Chandigarh,L07486,Park 101 County,Government,ICSE,Trust,2000,3.1,Yes,14.74,7616,238,32.0,419020,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,4.45,18.048726,87.162408,https://school21547.edu.in,2025-12-31
S21548,Springfield International School,C0321,Mizoram City 321,Mizoram,L04193,Layout 24 Heights,Kendriya Vidyalaya,Cambridge,Government,2017,2.6,Yes,25.37,2325,75,31.0,245677,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,18.35,12.366835,92.26195,https://school21548.edu.in,2025-12-31
S21549,Modern School,C0964,Rajasthan City 964,Rajasthan,L12538,Layout 135 Vista,Government Aided,ISC,Government,2000,4.7,No,11.79,936,52,18.0,31323,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,12.91,11.993709,89.890657,https://school21549.edu.in,2025-12-31
S21550,Ryan International International School,C0478,Puducherry City 478,Puducherry,L06212,Garden 80 Enclave,Jawahar Navodaya Vidyalaya,IGCSE,Trust,1998,3.1,Yes,16.7,1326,39,34.0,113714,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,18.51,12.715826,92.691529,https://school21550.edu.in,2025-12-31
S21551,Ryan International World School,C0534,Maharashtra City 534,Maharashtra,L06972,Block 147 City,Kendriya Vidyalaya,State Board,Government,2012,3.8,Yes,29.59,7455,213,35.0,85377,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,12.32,34.720202,83.407777,https://school21551.edu.in,2025-12-31
S21552,Modern School,C0744,Assam City 744,Assam,L09701,Extension 113 Enclave,Private,IB,Private,2018,3.6,Yes,35.07,2001,87,23.0,484253,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7.41,30.628428,89.942022,https://school21552.edu.in,2025-12-31
S21553,Springfield School,C0458,Ladakh City 458,Ladakh,L05952,Sector 33 Vista,International,State Board,Trust,2012,4.1,Yes,14.63,812,29,28.0,21959,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,18.06,8.487078,76.598748,https://school21553.edu.in,2025-12-31
S21554,Holy Child World School,C0963,Telangana City 963,Telangana,L12528,Garden 100 Greens,Residential,CBSE,Private,1965,4.6,No,22.38,4800,200,24.0,353611,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,13.36,19.731596,80.168359,https://school21554.edu.in,2025-12-31
S21555,Cambridge Academy,C0419,Gujarat City 419,Gujarat,L05432,Block 55 Enclave,Jawahar Navodaya Vidyalaya,IGCSE,Government,1987,4.1,No,39.95,1500,60,25.0,310375,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,6.08,23.947455,72.823572,https://school21555.edu.in,2025-12-31
S21556,Delhi Public School,C0486,Punjab City 486,Punjab,L06307,Phase 131 County,Government,Cambridge,Private,1989,4.5,Yes,14.22,1218,42,29.0,38306,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,11.67,8.549364,77.080884,https://school21556.edu.in,2025-12-31
S21557,Future School,C0057,Nagpur,Maharashtra,L00733,Nagar 123 Vista,Residential,State Board,Government,1989,3.2,No,33.55,1785,105,17.0,261080,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.0,17.048576,84.886616,https://school21557.edu.in,2025-12-31
S21558,Lotus International School,C0003,Guntur,Andhra Pradesh,L00047,Sector 91 Vista,International,CBSE,Government,1970,4.3,Yes,33.93,2240,112,20.0,179968,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,12.69,20.08046,87.266768,https://school21558.edu.in,2025-12-31
S21559,Wisdom International School,C0821,Tripura City 821,Tripura,L10728,Extension 128 Enclave,Government,State Board,Trust,1954,3.5,No,22.71,3192,152,21.0,402370,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,11.91,19.40476,88.684042,https://school21559.edu.in,2025-12-31
S21560,Scholars World School,C0809,Mizoram City 809,Mizoram,L10592,Nagar 111 Gardens,Government Aided,IGCSE,Private,1988,4.1,Yes,34.73,1376,86,16.0,240275,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,12.41,18.238117,79.914311,https://school21560.edu.in,2025-12-31
S21561,Heritage Academy,C0485,Karnataka City 485,Karnataka,L06291,Park 144 Vista,Boarding,IGCSE,Private,1983,3.0,No,11.11,2926,133,22.0,86012,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,14.78,8.812712,74.485983,https://school21561.edu.in,2025-12-31
S21562,Modern Academy,C0224,Rajasthan City 224,Rajasthan,L02926,Phase 96 City,Government,Cambridge,Private,1981,3.8,No,36.52,4224,132,32.0,75901,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,8.74,29.880286,95.09599,https://school21562.edu.in,2025-12-31
S21563,St. Xavier's Academy,C0790,Telangana City 790,Telangana,L10327,Layout 65 Paradise,Residential,ICSE,Private,2006,4.0,No,27.57,3540,118,30.0,376356,No,No,No,No,No,No,Yes,No,No,No,Yes,No,11.17,11.191953,72.938182,https://school21563.edu.in,2025-12-31
S21564,Delhi Public School,C0470,Kerala City 470,Kerala,L06105,Block 27 Paradise,Government,Cambridge,Government,2009,3.2,No,13.25,5784,241,24.0,119264,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,10.87,16.919278,85.05103,https://school21564.edu.in,2025-12-31
S21565,St. Xavier's School,C0383,Arunachal City 383,Arunachal Pradesh,L04982,Colony 137 Gardens,Government,Cambridge,Private,1981,4.9,Yes,23.86,5644,166,34.0,316807,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,1.43,10.012263,87.24663,https://school21565.edu.in,2025-12-31
S21566,Lotus Senior Secondary School,C0051,Bhopal,Madhya Pradesh,L00664,Phase 69 Greens,Residential,ISC,Trust,2014,3.7,Yes,25.59,1368,72,19.0,344414,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,8.11,13.891335,80.995965,https://school21566.edu.in,2025-12-31
S21567,Cambridge Academy,C0923,Sikkim City 923,Sikkim,L12023,Extension 145 Heights,Jawahar Navodaya Vidyalaya,ICSE,Trust,1984,4.3,Yes,38.92,1026,38,27.0,470278,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,16.1,29.975879,95.589468,https://school21567.edu.in,2025-12-31
S21568,Springfield Public School,C0121,Puducherry City 121,Puducherry,L01571,Garden 82 Greens,Government Aided,IGCSE,Trust,1960,3.7,No,22.83,1700,85,20.0,268432,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,18.36,19.495449,72.979298,https://school21568.edu.in,2025-12-31
S21569,Future World School,C0725,Uttarakhand City 725,Uttarakhand,L09448,Block 125 Heights,Residential,CBSE,Government,1964,3.8,No,10.79,3920,245,16.0,134799,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,13.94,16.006881,82.512533,https://school21569.edu.in,2025-12-31
S21570,Sunrise School,C0977,Dadra City 977,Dadra and Nagar Haveli and Daman and Diu,L12697,Park 78 Paradise,International,IB,Trust,2001,4.7,Yes,38.99,1475,59,25.0,457188,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,10.44,28.575226,81.521236,https://school21570.edu.in,2025-12-31
