Locality_ID,City_ID,City_Name,State_Name,Locality_Name,Pincode,Latitude,Longitude,Zone,Distance_to_City_Center_km,Nearest_Metro,Metro_Distance_km,Nearest_Airport,Airport_Distance_km,Nearby_Hospital_Count,Nearby_School_Count,Nearby_College_Count,Nearby_Mall_Count,Nearby_Park_Count,Nearby_Restaurant_Count,Crime_Index,AQI_Index,Traffic_Index,Livability_Score,Infrastructure_Score,Investment_Score,Average_Property_Price_sqft,Average_Rent_sqft,Rental_Yield,Green_Cover_Percent,Water_Availability,Electricity_Reliability,Internet_Speed_Mbps,Flood_Risk,Noise_Level,Luxury_Locality,Smart_City_Area,Upcoming_Metro,Popular_For,Last_Updated
L09456,C0726,Nagaland City 726,Nagaland,Nagar 93 Paradise,630208,13.995809,90.359714,Central,1.33,Yes,3.31,Yes,24.98,6,19,18,4,10,57,61,51,46,58,81,86,40482,28,7.91,45.1,Good,Excellent,680,Low,Medium,Yes,Yes,Yes,Commercial,2025-12-31
L09457,C0726,Nagaland City 726,Nagaland,Enclave 22 Paradise,940549,33.922395,77.787892,East,20.08,No,9.72,No,8.0,21,38,5,6,10,122,5,125,71,60,75,93,31790,67,2.7,31.73,Excellent,Good,460,High,Low,Yes,No,Yes,Residential,2025-12-31
L09458,C0726,Nagaland City 726,Nagaland,Nagar 13 Residency,958146,19.796386,94.343489,South,14.83,No,12.88,Yes,33.24,4,3,6,6,6,139,13,149,84,64,50,60,27582,51,4.92,15.92,Average,Good,467,Medium,Medium,Yes,No,Yes,Residential,2025-12-31
L09459,C0726,Nagaland City 726,Nagaland,Layout 77 Gardens,260989,34.59228,88.199762,South,29.34,Yes,3.34,Yes,27.56,10,17,6,8,6,88,32,293,71,58,73,68,14096,14,4.6,8.2,Poor,Excellent,839,High,Medium,Yes,Yes,No,Tourism,2025-12-31
L09460,C0726,Nagaland City 726,Nagaland,Garden 93 Greens,386035,24.744811,69.576416,East,9.73,Yes,7.0,No,35.2,11,8,2,8,14,49,24,88,32,81,84,84,30790,25,3.4,12.09,Good,Good,577,Low,High,No,Yes,No,Tourism,2025-12-31
L09461,C0726,Nagaland City 726,Nagaland,Extension 63 Enclave,317171,34.611244,84.834896,South,1.8,No,0.24,Yes,18.47,12,5,11,2,10,29,15,78,41,52,79,64,5323,110,3.58,35.36,Good,Average,389,High,High,No,No,Yes,Tourism,2025-12-31
L09462,C0727,West City 727,West Bengal,Enclave 31 Paradise,673544,14.727502,95.614303,North,6.01,Yes,6.04,No,44.11,7,32,10,2,15,33,62,226,47,85,53,69,10628,73,3.68,25.93,Poor,Good,876,Low,High,No,Yes,No,Residential,2025-12-31
L09463,C0727,West City 727,West Bengal,Colony 36 Paradise,953782,25.14982,89.370764,Central,18.4,Yes,5.71,Yes,40.73,10,3,4,9,7,30,44,179,28,57,67,55,40200,30,6.1,32.44,Average,Average,311,Low,Medium,No,No,No,Commercial,2025-12-31
L09464,C0727,West City 727,West Bengal,Garden 125 Gardens,216572,23.885223,73.767309,South,11.3,No,12.54,No,9.93,9,30,18,7,10,116,29,194,59,54,99,70,39547,40,5.7,8.86,Excellent,Average,444,Low,Medium,Yes,Yes,No,Education,2025-12-31
L09465,C0727,West City 727,West Bengal,Park 149 Residency,182017,23.721877,70.228763,North,9.77,Yes,5.23,No,5.72,16,22,16,1,13,85,83,141,74,97,53,50,10030,13,4.96,36.93,Poor,Average,190,Low,Medium,No,Yes,No,Luxury,2025-12-31
L09466,C0727,West City 727,West Bengal,Garden 137 Vista,621761,27.903374,95.25762,South,30.34,No,4.35,Yes,28.55,20,9,12,6,1,100,54,285,31,87,97,83,35092,42,5.19,68.78,Excellent,Good,205,High,High,Yes,No,Yes,IT,2025-12-31
L09467,C0727,West City 727,West Bengal,Sector 119 Township,334119,27.410802,89.341693,Central,27.27,Yes,8.84,Yes,30.43,22,32,20,5,8,38,26,63,85,76,61,61,15909,115,2.43,53.02,Good,Excellent,772,High,High,No,Yes,Yes,IT,2025-12-31
L09468,C0727,West City 727,West Bengal,Sector 52 Paradise,692421,23.626913,90.125479,East,18.83,Yes,9.08,Yes,16.43,8,32,17,10,10,30,23,80,28,56,89,83,30772,18,2.04,30.64,Average,Average,57,High,Medium,Yes,Yes,No,Education,2025-12-31
L09469,C0727,West City 727,West Bengal,Enclave 3 Gardens,615284,25.358268,81.647057,South,11.12,Yes,14.74,No,7.89,6,40,0,11,8,10,87,99,74,90,83,66,15692,75,5.76,23.27,Average,Average,111,High,High,No,Yes,No,Tourism,2025-12-31
L09470,C0727,West City 727,West Bengal,Layout 64 Gardens,390524,14.935992,69.100188,Central,11.68,No,11.56,No,16.63,12,9,9,10,13,36,80,109,58,93,70,66,14482,50,3.58,6.66,Average,Average,799,High,High,Yes,No,Yes,Tourism,2025-12-31
L09471,C0727,West City 727,West Bengal,Park 32 Township,674759,14.875124,93.754615,South,32.49,Yes,2.29,Yes,42.48,16,36,11,12,2,34,85,109,92,89,94,51,37612,105,3.08,12.98,Poor,Good,259,High,Low,No,Yes,Yes,IT,2025-12-31
L09472,C0728,Chandigarh City 728,Chandigarh,Block 42 Residency,593615,9.530385,91.422235,Central,20.99,No,10.68,No,5.91,10,26,14,1,3,125,29,93,29,99,61,71,11986,69,2.23,58.24,Average,Excellent,499,Medium,Medium,Yes,Yes,No,Tourism,2025-12-31
L09473,C0728,Chandigarh City 728,Chandigarh,Nagar 50 Paradise,976234,8.946908,73.939427,North,8.9,Yes,11.6,No,31.58,23,13,3,2,15,49,29,219,24,58,72,64,44016,47,7.79,17.2,Good,Good,604,Low,Medium,Yes,No,Yes,IT,2025-12-31
L09474,C0728,Chandigarh City 728,Chandigarh,Phase 89 City,555073,32.701884,69.984897,Central,24.5,No,2.9,No,7.4,3,37,3,0,2,24,63,33,56,83,95,89,22087,18,7.61,36.1,Poor,Excellent,455,High,Low,Yes,No,No,Education,2025-12-31
L09475,C0728,Chandigarh City 728,Chandigarh,Nagar 94 Residency,404139,11.58611,71.797131,East,20.43,Yes,1.02,Yes,25.22,24,15,9,5,10,123,65,189,48,82,74,62,16742,19,2.03,27.65,Excellent,Good,499,Low,Low,No,Yes,Yes,Education,2025-12-31
L09476,C0728,Chandigarh City 728,Chandigarh,Extension 84 County,715767,35.296159,74.868563,South,2.28,No,4.6,Yes,18.88,22,38,3,3,13,28,29,59,74,69,67,62,23666,130,3.47,23.16,Average,Excellent,552,Medium,Low,Yes,Yes,No,Residential,2025-12-31
L09477,C0728,Chandigarh City 728,Chandigarh,Extension 39 Residency,387964,27.827534,79.554552,East,29.76,No,14.05,Yes,34.41,17,29,13,6,2,149,74,291,33,90,64,70,36924,124,6.22,9.62,Average,Good,867,Medium,Low,Yes,No,Yes,Tourism,2025-12-31
L09478,C0728,Chandigarh City 728,Chandigarh,Phase 11 Vista,186368,13.463223,74.441436,Central,21.53,Yes,5.37,Yes,16.73,25,22,14,11,20,115,39,297,79,68,65,91,26057,38,3.73,60.75,Excellent,Excellent,320,Low,High,Yes,Yes,Yes,Tourism,2025-12-31
L09479,C0728,Chandigarh City 728,Chandigarh,Nagar 60 Gardens,607537,16.115213,85.832588,East,4.34,No,14.98,Yes,15.83,16,39,4,7,9,49,65,293,64,67,51,98,33406,108,7.7,53.58,Good,Good,29,Medium,High,Yes,Yes,Yes,Tourism,2025-12-31
L09480,C0729,Andaman City 729,Andaman and Nicobar Islands,Phase 65 Vista,341763,27.381508,76.192476,Central,2.45,Yes,3.07,No,39.86,10,9,11,10,20,120,10,192,35,69,56,80,5245,45,2.52,7.6,Good,Average,417,Medium,High,No,Yes,Yes,Tourism,2025-12-31
L09481,C0729,Andaman City 729,Andaman and Nicobar Islands,Park 115 County,153377,15.178347,74.314634,Central,18.88,No,9.78,Yes,29.13,8,23,12,8,16,98,63,327,78,62,53,90,40500,119,7.01,5.93,Average,Excellent,587,High,Medium,No,No,No,Education,2025-12-31
L09482,C0729,Andaman City 729,Andaman and Nicobar Islands,Garden 60 City,589950,14.317768,68.58898,East,28.29,No,13.55,Yes,25.17,17,27,14,5,17,123,24,283,85,65,87,81,37070,85,4.75,10.47,Average,Average,328,Medium,High,No,Yes,No,Residential,2025-12-31
L09483,C0729,Andaman City 729,Andaman and Nicobar Islands,Garden 11 Heights,510489,19.463439,86.341695,South,24.44,No,2.77,No,33.57,23,7,10,12,12,135,36,102,36,94,54,55,31175,107,3.2,35.12,Poor,Good,173,Low,High,Yes,No,Yes,Tourism,2025-12-31
L09484,C0729,Andaman City 729,Andaman and Nicobar Islands,Extension 119 Paradise,817495,16.487636,96.829765,East,17.92,Yes,1.86,Yes,23.68,10,17,18,9,8,26,13,259,95,56,63,71,15152,142,3.6,25.14,Good,Good,564,Medium,Medium,No,Yes,No,Commercial,2025-12-31
L09485,C0729,Andaman City 729,Andaman and Nicobar Islands,Extension 35 City,874867,30.51864,95.084184,Central,2.56,Yes,2.03,No,24.96,12,38,9,11,8,28,49,79,59,85,65,58,24590,12,5.32,30.39,Average,Good,108,Medium,High,Yes,No,No,Commercial,2025-12-31
L09486,C0729,Andaman City 729,Andaman and Nicobar Islands,Layout 62 Heights,480377,12.398446,87.340549,Central,29.62,Yes,13.71,Yes,2.11,6,38,11,1,14,95,35,229,20,78,89,75,18252,14,7.51,14.93,Poor,Good,393,Low,Low,Yes,No,Yes,Luxury,2025-12-31
L09487,C0729,Andaman City 729,Andaman and Nicobar Islands,Phase 100 Vista,143437,36.564857,94.374248,South,21.76,No,3.86,Yes,16.89,22,11,3,11,10,102,65,224,86,66,57,92,22691,36,6.51,39.69,Good,Good,551,Medium,Low,No,No,No,Education,2025-12-31
L09488,C0729,Andaman City 729,Andaman and Nicobar Islands,Layout 96 Residency,574154,12.964009,87.625439,Central,26.86,Yes,6.92,No,30.55,19,31,11,11,20,94,9,296,30,61,63,80,12502,143,6.25,27.72,Poor,Average,693,Low,Low,No,No,No,Luxury,2025-12-31
L09489,C0729,Andaman City 729,Andaman and Nicobar Islands,Block 126 Enclave,948381,13.790997,96.426394,Central,1.73,Yes,7.7,Yes,3.66,21,23,18,7,10,82,69,332,33,69,66,83,15109,24,5.09,63.69,Good,Excellent,98,High,Low,Yes,Yes,No,Tourism,2025-12-31
L09490,C0729,Andaman City 729,Andaman and Nicobar Islands,Sector 22 Paradise,154111,35.698706,81.269334,Central,19.17,No,7.0,Yes,5.74,9,19,5,9,18,93,85,257,43,93,88,98,28674,13,7.9,28.66,Poor,Average,365,High,High,Yes,No,No,Luxury,2025-12-31
L09491,C0730,Ladakh City 730,Ladakh,Nagar 88 County,325836,24.413923,86.876013,East,8.64,No,14.28,Yes,8.23,17,11,10,8,20,9,49,298,31,65,67,53,18689,110,3.22,37.76,Good,Good,254,High,High,Yes,Yes,No,IT,2025-12-31
L09492,C0730,Ladakh City 730,Ladakh,Block 11 City,960115,36.386148,84.271654,North,29.64,Yes,9.17,Yes,22.76,25,21,17,0,11,67,12,214,65,67,57,55,36573,115,7.98,54.44,Average,Good,873,Low,High,Yes,No,Yes,Luxury,2025-12-31
L09493,C0730,Ladakh City 730,Ladakh,Park 80 Paradise,669526,26.688982,83.167506,South,26.05,Yes,1.13,No,10.57,14,6,17,0,2,28,68,29,30,81,98,51,15890,80,2.38,33.79,Excellent,Excellent,622,Medium,Medium,Yes,No,Yes,Education,2025-12-31
L09494,C0730,Ladakh City 730,Ladakh,Extension 130 Enclave,324226,28.262067,94.606711,Central,10.05,No,4.48,Yes,27.26,2,34,10,12,10,106,34,338,78,63,50,93,8573,90,6.34,26.85,Average,Good,714,High,Low,Yes,No,Yes,Tourism,2025-12-31
L09495,C0730,Ladakh City 730,Ladakh,Layout 48 Vista,212881,26.868659,96.73053,South,5.34,Yes,3.3,Yes,34.06,21,30,0,0,10,85,50,254,65,86,97,83,1822,145,4.6,24.7,Excellent,Average,81,Medium,High,No,Yes,No,Education,2025-12-31
L09496,C0730,Ladakh City 730,Ladakh,Garden 38 Greens,549891,8.811905,86.975935,East,15.22,Yes,1.24,Yes,20.47,12,2,0,4,17,65,32,133,94,67,94,76,19309,100,5.55,31.62,Average,Good,571,Medium,Low,Yes,Yes,Yes,IT,2025-12-31
L09497,C0730,Ladakh City 730,Ladakh,Colony 61 Enclave,710948,30.484933,81.739194,Central,20.86,No,10.04,Yes,9.53,20,18,5,3,19,132,41,156,42,57,86,63,6117,83,4.08,20.23,Poor,Excellent,158,High,High,Yes,No,Yes,Education,2025-12-31
L09498,C0730,Ladakh City 730,Ladakh,Park 30 Heights,332336,34.49153,86.008655,South,33.46,No,7.81,Yes,32.58,14,18,16,11,3,52,34,183,26,68,73,88,31046,135,6.42,47.74,Poor,Good,99,Low,Low,Yes,No,Yes,Luxury,2025-12-31
L09499,C0730,Ladakh City 730,Ladakh,Nagar 7 Greens,913222,16.385402,86.687671,Central,30.48,No,10.18,Yes,37.06,1,3,5,3,1,100,14,325,56,99,79,95,28300,90,5.02,24.54,Poor,Excellent,522,Low,Low,Yes,Yes,No,Luxury,2025-12-31
L09500,C0730,Ladakh City 730,Ladakh,Block 129 Gardens,478033,9.342177,91.666953,South,1.0,No,8.83,No,22.27,7,30,17,5,19,132,22,28,49,86,51,72,24267,95,3.64,48.87,Excellent,Good,382,Low,Low,Yes,Yes,No,IT,2025-12-31
L09501,C0730,Ladakh City 730,Ladakh,Sector 120 Enclave,589115,31.609679,89.202122,Central,33.8,No,4.9,No,11.47,8,15,19,9,11,50,32,25,78,59,89,58,10190,104,2.8,25.36,Average,Average,834,Low,Medium,Yes,Yes,Yes,Education,2025-12-31
L09502,C0730,Ladakh City 730,Ladakh,Extension 93 Vista,678961,23.861189,86.288762,West,10.93,Yes,11.05,Yes,37.13,9,15,0,10,2,149,41,71,23,74,98,79,7050,98,6.98,33.36,Poor,Good,805,High,Medium,No,No,No,Luxury,2025-12-31
L09503,C0731,Delhi City 731,Delhi,Layout 36 Vista,300671,18.664536,74.225643,Central,30.92,Yes,13.34,Yes,21.25,6,30,0,4,12,41,70,93,69,89,61,59,42899,128,5.66,42.32,Poor,Excellent,505,High,Medium,Yes,No,No,Residential,2025-12-31
L09504,C0731,Delhi City 731,Delhi,Sector 104 County,725410,9.228364,91.756229,Central,15.58,Yes,13.52,No,25.82,1,7,13,7,9,114,19,336,85,62,73,82,36326,41,7.84,41.77,Poor,Average,906,High,Low,No,Yes,No,Tourism,2025-12-31
L09505,C0731,Delhi City 731,Delhi,Phase 68 Gardens,839154,26.390389,90.808785,South,4.08,Yes,5.74,Yes,26.69,15,30,9,10,13,138,33,124,28,82,62,68,15524,24,7.81,37.88,Good,Excellent,997,Low,Low,No,No,Yes,Luxury,2025-12-31
L09506,C0731,Delhi City 731,Delhi,Block 125 Residency,226255,27.127039,84.753976,North,22.21,No,2.37,No,4.31,23,13,17,3,7,96,74,75,39,99,64,97,14476,37,2.87,17.09,Average,Average,329,Medium,Low,Yes,Yes,Yes,Tourism,2025-12-31
L09507,C0731,Delhi City 731,Delhi,Colony 12 Vista,234869,31.423154,74.021579,East,10.3,No,7.81,No,33.62,10,17,10,1,8,89,53,204,44,80,60,57,6390,105,7.34,62.42,Poor,Average,601,Low,Low,No,No,Yes,Tourism,2025-12-31
L09508,C0731,Delhi City 731,Delhi,Garden 7 Gardens,648874,18.940078,88.586656,East,6.36,Yes,8.05,Yes,34.77,25,16,3,4,18,46,79,128,95,78,65,98,19031,87,5.91,38.03,Poor,Average,250,High,Low,No,No,Yes,Residential,2025-12-31
L09509,C0731,Delhi City 731,Delhi,Garden 17 Township,825592,13.127662,79.924391,North,34.5,No,3.51,No,30.86,18,31,0,4,4,60,82,61,52,69,78,89,25183,8,3.47,64.3,Good,Good,293,High,Low,No,No,No,IT,2025-12-31
L09510,C0731,Delhi City 731,Delhi,Layout 54 Residency,862202,15.716447,96.470171,South,25.75,No,3.28,Yes,27.47,21,30,2,7,17,104,47,193,21,87,94,52,41518,84,5.46,25.1,Poor,Excellent,874,Low,Low,Yes,No,Yes,Education,2025-12-31
L09511,C0731,Delhi City 731,Delhi,Extension 61 Township,333479,25.08209,93.012328,East,29.57,No,5.15,Yes,13.38,16,30,10,7,11,61,39,283,73,78,56,60,38455,111,4.61,57.16,Good,Excellent,960,High,Low,Yes,No,No,Residential,2025-12-31
L09512,C0731,Delhi City 731,Delhi,Block 6 Residency,858492,22.576655,84.284679,East,21.01,No,4.38,Yes,10.4,21,10,11,10,12,126,87,199,27,56,72,69,42750,103,5.89,69.46,Poor,Good,355,Low,High,Yes,Yes,Yes,Commercial,2025-12-31
L09513,C0731,Delhi City 731,Delhi,Block 29 Vista,319183,22.957851,92.749173,South,15.84,No,1.83,No,20.79,7,14,9,4,14,102,8,69,65,97,77,88,7600,69,5.28,7.86,Poor,Average,149,Medium,Low,No,No,No,Luxury,2025-12-31
L09514,C0731,Delhi City 731,Delhi,Nagar 27 Enclave,479274,36.90512,88.975455,West,26.74,Yes,4.45,No,10.52,16,35,6,1,2,81,70,26,72,76,65,89,7860,25,6.24,42.81,Average,Average,202,High,Medium,No,Yes,Yes,Education,2025-12-31
L09515,C0731,Delhi City 731,Delhi,Sector 26 Enclave,612596,25.759371,96.802889,Central,20.55,Yes,13.97,No,14.27,14,9,11,4,18,6,80,187,46,70,79,68,10452,30,5.46,10.57,Average,Excellent,926,High,Medium,No,No,No,Commercial,2025-12-31
L09516,C0731,Delhi City 731,Delhi,Garden 139 Heights,598475,16.948766,96.84533,South,5.98,No,5.58,Yes,19.33,5,3,17,5,3,95,77,162,80,87,63,79,20728,121,6.06,25.71,Excellent,Good,342,Low,Medium,Yes,Yes,Yes,Residential,2025-12-31
L09517,C0731,Delhi City 731,Delhi,Colony 51 Vista,614855,23.450234,69.549809,North,34.37,Yes,5.62,No,39.91,24,35,19,4,6,69,11,56,33,99,82,83,9093,108,5.39,40.21,Excellent,Good,754,High,Medium,Yes,No,Yes,Tourism,2025-12-31
L09518,C0731,Delhi City 731,Delhi,Block 125 Township,674495,12.224792,94.125476,South,7.15,Yes,12.42,No,17.45,3,18,11,5,13,23,22,41,72,82,96,95,25141,27,5.24,28.86,Excellent,Average,28,High,High,No,No,Yes,Residential,2025-12-31
L09519,C0732,Tripura City 732,Tripura,Sector 12 Paradise,648771,31.48625,76.300613,West,0.65,No,7.49,Yes,23.66,12,38,1,10,14,150,24,68,24,88,90,84,31114,96,4.62,69.06,Poor,Good,576,Medium,High,No,Yes,No,IT,2025-12-31
L09520,C0732,Tripura City 732,Tripura,Block 67 Gardens,487859,12.914173,91.193636,Central,31.35,No,6.72,No,31.09,15,14,13,3,10,149,16,98,75,58,50,85,35361,94,5.45,69.94,Average,Average,869,High,Medium,Yes,Yes,No,Education,2025-12-31
L09521,C0732,Tripura City 732,Tripura,Enclave 26 Enclave,532544,13.088582,96.393779,East,10.58,Yes,14.42,No,34.51,8,6,9,7,15,130,34,205,47,76,88,54,22070,117,7.94,34.28,Poor,Good,828,Low,High,Yes,Yes,No,Commercial,2025-12-31
L09522,C0732,Tripura City 732,Tripura,Garden 33 Vista,551285,11.917901,85.672175,Central,3.24,No,0.86,No,44.08,17,15,3,11,15,47,21,33,46,73,50,50,36405,125,4.39,10.82,Excellent,Average,627,Low,Medium,No,Yes,Yes,Education,2025-12-31
L09523,C0732,Tripura City 732,Tripura,Block 1 Residency,650994,9.891899,70.409702,West,29.96,No,6.66,Yes,6.59,9,11,10,0,11,120,82,124,41,63,56,92,18808,34,3.02,39.95,Good,Good,328,High,Medium,No,No,No,Residential,2025-12-31
L09524,C0732,Tripura City 732,Tripura,Extension 47 Vista,603523,32.432867,84.032206,West,9.66,No,10.6,No,30.48,12,22,7,3,4,18,23,260,28,54,75,87,26816,145,7.69,43.81,Excellent,Good,402,Low,High,Yes,No,Yes,Commercial,2025-12-31
L09525,C0732,Tripura City 732,Tripura,Phase 122 Greens,459152,36.040737,93.161577,Central,2.34,Yes,9.24,Yes,7.53,22,10,12,6,10,133,20,90,74,84,51,98,30314,142,3.2,42.5,Average,Good,540,Medium,Low,No,No,No,Luxury,2025-12-31
L09526,C0732,Tripura City 732,Tripura,Garden 11 County,229387,16.441197,93.362188,South,14.66,No,11.73,No,2.05,1,28,18,11,14,120,7,38,51,98,53,55,23128,39,5.96,27.53,Average,Good,628,High,High,No,No,No,Commercial,2025-12-31
L09527,C0732,Tripura City 732,Tripura,Colony 56 Heights,359761,21.82064,69.002035,North,22.16,No,14.42,Yes,24.6,7,8,17,12,14,22,59,47,32,64,91,82,21316,94,7.85,54.4,Excellent,Average,518,Medium,Low,Yes,No,Yes,IT,2025-12-31
L09528,C0732,Tripura City 732,Tripura,Layout 77 Township,758300,16.801758,77.411892,South,31.59,No,13.85,Yes,31.21,19,25,10,3,15,75,13,105,63,83,70,94,36404,49,3.11,42.71,Poor,Excellent,777,Low,High,No,Yes,No,Education,2025-12-31
L09529,C0732,Tripura City 732,Tripura,Sector 7 County,965959,10.162861,85.833409,East,9.93,Yes,5.86,Yes,8.24,8,15,12,3,8,133,23,210,77,57,85,89,7842,95,7.17,67.75,Good,Good,966,High,Medium,No,Yes,No,IT,2025-12-31
L09530,C0732,Tripura City 732,Tripura,Colony 34 Vista,148900,30.691707,79.228908,South,30.99,No,14.4,Yes,19.65,20,37,1,9,7,110,26,343,76,64,98,57,5123,136,4.02,17.93,Average,Excellent,560,Low,Medium,No,No,Yes,IT,2025-12-31
L09531,C0732,Tripura City 732,Tripura,Park 46 Enclave,786549,21.87459,83.86611,North,18.82,No,2.75,No,21.1,18,8,9,9,20,27,54,40,50,94,64,68,21232,102,4.43,6.81,Good,Good,45,High,High,Yes,Yes,No,Residential,2025-12-31
L09532,C0732,Tripura City 732,Tripura,Layout 117 City,576811,11.975014,82.439982,Central,6.27,No,10.14,No,17.76,7,22,20,0,16,25,53,333,51,78,68,96,12019,114,2.68,29.31,Poor,Average,418,Low,Low,Yes,Yes,Yes,Education,2025-12-31
L09533,C0732,Tripura City 732,Tripura,Enclave 137 Vista,816362,23.369782,83.704239,Central,31.93,Yes,14.43,No,39.05,23,19,16,7,1,95,32,40,41,75,75,64,29631,84,6.59,60.1,Poor,Excellent,86,High,High,Yes,Yes,No,Luxury,2025-12-31
L09534,C0732,Tripura City 732,Tripura,Block 55 Residency,329331,10.183988,87.225964,North,23.72,No,14.97,No,39.78,2,38,3,8,2,84,61,175,84,63,71,83,13406,13,7.49,55.11,Good,Average,694,Medium,Low,Yes,No,No,Tourism,2025-12-31
L09535,C0732,Tripura City 732,Tripura,Nagar 56 Heights,798301,15.015927,70.746269,East,12.05,Yes,7.11,No,38.4,18,24,5,7,14,50,68,141,20,51,69,83,3163,32,2.28,68.91,Poor,Good,838,Medium,Low,Yes,Yes,Yes,Tourism,2025-12-31
L09536,C0733,Kerala City 733,Kerala,Layout 12 Vista,797953,21.148299,76.830101,West,6.17,No,2.47,No,9.84,11,17,16,9,11,13,58,215,38,80,74,94,17036,142,5.97,13.76,Good,Excellent,195,High,Low,No,No,No,Luxury,2025-12-31
L09537,C0733,Kerala City 733,Kerala,Extension 131 County,502695,12.200804,78.674939,North,16.92,Yes,10.36,Yes,40.65,17,9,16,1,9,36,49,342,44,63,93,87,7195,107,4.89,59.16,Average,Average,455,Medium,Low,Yes,Yes,No,Luxury,2025-12-31
L09538,C0733,Kerala City 733,Kerala,Phase 138 Paradise,424468,9.011784,78.306534,Central,18.34,Yes,12.02,Yes,18.34,16,21,7,1,19,100,56,91,21,78,50,99,43344,146,6.76,15.48,Poor,Average,360,Medium,Low,No,No,No,IT,2025-12-31
L09539,C0733,Kerala City 733,Kerala,Phase 118 Enclave,879704,29.203399,94.174543,South,29.57,No,9.91,No,13.02,11,31,5,9,19,58,38,210,93,72,52,75,12193,79,3.27,65.45,Good,Good,413,Medium,Medium,No,No,No,Commercial,2025-12-31
L09540,C0733,Kerala City 733,Kerala,Sector 77 City,900671,28.094531,84.357493,North,20.32,No,7.54,Yes,5.71,1,17,8,8,8,125,28,116,42,79,53,81,18481,52,4.84,11.3,Average,Good,600,High,Medium,No,Yes,Yes,IT,2025-12-31
L09541,C0733,Kerala City 733,Kerala,Phase 108 Gardens,449952,33.242159,73.596742,Central,23.24,Yes,10.39,Yes,33.8,20,35,13,2,1,64,84,331,73,91,77,80,10563,71,4.31,52.11,Good,Good,367,Medium,Medium,No,No,No,IT,2025-12-31
L09542,C0733,Kerala City 733,Kerala,Enclave 87 Township,825449,25.629414,83.517407,North,21.08,Yes,9.72,Yes,32.38,21,8,18,2,16,32,73,94,58,62,82,83,21815,134,6.85,34.66,Good,Excellent,954,High,Low,No,No,No,Luxury,2025-12-31
L09543,C0733,Kerala City 733,Kerala,Enclave 11 Greens,538357,8.911304,71.709256,East,9.22,No,2.16,No,25.52,23,2,0,5,6,75,62,348,67,99,95,78,42286,21,6.28,45.54,Good,Average,633,Low,High,No,No,Yes,Commercial,2025-12-31
L09544,C0733,Kerala City 733,Kerala,Park 91 Heights,132104,22.366048,78.784607,North,13.14,Yes,6.45,No,35.67,23,4,11,11,19,46,32,180,74,93,78,75,39420,39,4.09,67.08,Average,Excellent,784,Medium,Low,Yes,No,No,Education,2025-12-31
L09545,C0734,Punjab City 734,Punjab,Garden 137 Paradise,266372,17.754974,95.091107,North,26.85,Yes,7.63,No,36.53,25,40,12,9,9,54,20,63,43,97,94,84,30437,104,4.03,31.27,Poor,Good,515,High,High,No,Yes,Yes,Education,2025-12-31
L09546,C0734,Punjab City 734,Punjab,Enclave 45 Greens,123942,8.782861,85.389628,North,32.22,Yes,11.08,Yes,2.9,23,20,0,3,20,6,16,165,24,97,65,66,26088,132,2.66,68.02,Excellent,Excellent,854,Medium,High,No,No,Yes,Luxury,2025-12-31
L09547,C0734,Punjab City 734,Punjab,Enclave 64 Vista,179096,22.086049,79.798352,South,7.28,No,3.89,Yes,8.59,2,6,9,9,3,20,15,76,77,64,86,87,5698,106,5.36,54.03,Average,Good,699,Medium,Low,No,No,Yes,Tourism,2025-12-31
L09548,C0734,Punjab City 734,Punjab,Extension 6 Gardens,645456,8.902696,93.930683,West,24.42,Yes,8.24,No,26.75,3,15,1,5,15,50,46,120,76,65,89,87,2591,118,7.89,8.53,Excellent,Good,223,Medium,Medium,No,No,Yes,Tourism,2025-12-31
L09549,C0734,Punjab City 734,Punjab,Colony 112 Paradise,953365,25.397428,78.495551,East,8.98,Yes,5.07,Yes,21.89,10,33,10,11,16,38,69,221,28,66,55,67,40016,39,5.92,44.25,Good,Good,967,Medium,Low,Yes,Yes,No,Education,2025-12-31
L09550,C0734,Punjab City 734,Punjab,Nagar 64 Vista,534014,19.38893,87.577172,East,20.74,No,5.93,Yes,5.7,8,36,3,1,20,128,51,107,64,57,87,55,12453,48,5.49,16.62,Good,Excellent,102,Medium,Low,No,No,Yes,Luxury,2025-12-31
L09551,C0734,Punjab City 734,Punjab,Park 149 Township,433891,25.41506,92.285736,North,22.48,Yes,7.73,No,12.73,9,14,12,7,4,30,77,139,57,57,60,71,8324,111,6.13,37.6,Excellent,Good,354,Medium,Medium,No,No,Yes,IT,2025-12-31
L09552,C0734,Punjab City 734,Punjab,Block 86 Heights,733431,12.066182,74.845971,West,26.04,Yes,13.65,Yes,33.2,14,18,3,11,14,80,65,242,94,70,67,59,18818,32,4.11,23.94,Good,Good,545,Medium,Medium,Yes,Yes,No,Education,2025-12-31
L09553,C0734,Punjab City 734,Punjab,Enclave 105 County,669680,17.073213,75.270549,East,32.09,No,7.18,Yes,14.23,25,32,12,6,17,84,56,309,23,96,71,50,38147,80,5.57,53.83,Average,Average,878,Medium,Low,No,No,No,Tourism,2025-12-31
