Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000371,City 89,Red Line,Maharashtra,Mumbai,Sector 55,15.280316,78.764707,6,Yes,Yes,Yes,Yes,No,176189,2010,MMRC,Yes,4.67,35.68,2.51,0.35,1.35,11.64,Low,Yes,West
MET000372,Market 90,Orange Line,Telangana,Hyderabad,Sector 68,10.837862,76.381019,5,No,Yes,Yes,Yes,No,48651,2024,HMRL,Yes,7.59,19.04,0.41,2.27,2.81,3.71,Medium,Yes,West
MET000373,Market 89,Red Line,Maharashtra,Mumbai,Sector 8,29.810864,85.20477,2,No,Yes,Yes,Yes,No,226226,2024,MMRC,Yes,7.6,12.46,1.44,3.39,4.6,3.9,Low,No,Central
MET000374,Park 94,Purple Line,Karnataka,Bengaluru,Sector 31,12.686062,78.068964,2,No,No,Yes,Yes,No,221378,2016,BMRCL,Yes,2.08,10.03,7.9,1.18,4.5,2.88,High,Yes,South
MET000375,City 73,Purple Line,Karnataka,Bengaluru,Sector 25,13.652423,81.264624,5,Yes,No,Yes,Yes,Yes,85552,2005,BMRCL,Yes,8.15,38.47,7.52,0.42,2.71,15.04,High,Yes,North
MET000376,Park 48,Yellow Line,Maharashtra,Mumbai,Sector 67,12.755603,87.902154,2,No,No,Yes,Yes,No,149449,2019,MMRC,Yes,7.34,39.02,0.7,2.88,1.65,5.81,High,Yes,East
MET000377,Sector 64,Orange Line,Delhi,New Delhi,Sector 6,17.222449,87.579704,2,Yes,No,Yes,Yes,No,185773,2020,DMRC,Yes,3.79,31.76,7.26,4.5,2.52,0.82,Medium,Yes,North
MET000378,Market 26,Yellow Line,Maharashtra,Mumbai,Sector 58,27.266624,73.786162,5,No,Yes,Yes,Yes,Yes,194846,2005,MMRC,Yes,4.56,34.39,3.16,1.1,4.39,16.55,Low,Yes,East
MET000379,City 87,Purple Line,Maharashtra,Mumbai,Sector 70,18.217347,73.082285,5,No,Yes,Yes,Yes,Yes,153363,2009,MMRC,Yes,1.74,31.74,7.1,4.57,1.69,9.38,Low,Yes,Central
MET000380,City 58,Blue Line,Maharashtra,Mumbai,Sector 80,19.333354,87.000264,3,No,Yes,Yes,Yes,No,108787,2017,MMRC,Yes,8.42,11.52,2.33,1.72,4.42,17.22,Low,No,West
MET000381,Market 68,Green Line,Telangana,Hyderabad,Sector 24,26.909289,78.765703,4,No,No,Yes,Yes,Yes,181140,2022,HMRL,Yes,4.07,36.01,4.12,3.03,4.4,19.73,Low,Yes,West
MET000382,Central 94,Red Line,Delhi,New Delhi,Sector 46,26.103685,72.678944,3,No,Yes,Yes,Yes,No,158052,2004,DMRC,Yes,2.48,18.65,2.04,4.99,1.85,0.96,Low,Yes,East
MET000383,Central 48,Green Line,Telangana,Hyderabad,Sector 73,12.521897,76.496912,5,No,No,Yes,Yes,No,207214,2005,HMRL,Yes,9.91,22.71,5.89,2.31,1.37,5.29,Low,Yes,South
MET000384,Lake 4,Orange Line,Karnataka,Bengaluru,Sector 43,16.9827,85.096743,5,No,No,Yes,Yes,No,232898,2010,BMRCL,Yes,5.37,7.96,2.3,2.83,3.42,0.9,High,Yes,East
MET000385,Lake 36,Orange Line,Maharashtra,Mumbai,Sector 57,21.912861,86.775431,2,No,Yes,Yes,Yes,Yes,95704,2006,MMRC,Yes,7.98,35.5,4.26,4.88,2.35,2.02,High,Yes,East
MET000386,Lake 91,Pink Line,Telangana,Hyderabad,Sector 15,19.292838,81.646197,2,No,Yes,Yes,Yes,Yes,128437,2016,HMRL,Yes,2.64,5.6,7.4,0.62,0.87,9.97,Low,No,Central
MET000387,Sector 3,Yellow Line,Karnataka,Bengaluru,Sector 53,23.648394,85.028692,4,No,Yes,Yes,Yes,Yes,183397,2014,BMRCL,Yes,5.88,38.67,2.63,4.07,0.67,15.05,Low,No,North
MET000388,Central 7,Orange Line,Maharashtra,Mumbai,Sector 31,11.753601,87.266056,2,Yes,Yes,Yes,Yes,Yes,180119,2003,MMRC,Yes,9.37,9.14,1.04,3.7,1.55,10.71,High,No,West
MET000389,Central 8,Orange Line,Karnataka,Bengaluru,Sector 42,16.292079,86.991511,5,Yes,Yes,Yes,Yes,Yes,205326,2019,BMRCL,Yes,4.52,33.09,3.73,0.15,1.02,8.78,Medium,No,Central
MET000390,Lake 46,Yellow Line,Maharashtra,Mumbai,Sector 19,18.217569,86.585456,3,Yes,Yes,Yes,Yes,No,31782,2019,MMRC,Yes,5.5,36.13,3.09,4.0,1.5,3.16,Low,No,East
MET000391,Market 13,Yellow Line,Karnataka,Bengaluru,Sector 3,24.116541,83.140996,4,No,No,Yes,Yes,Yes,87299,2002,BMRCL,Yes,8.28,34.12,5.03,4.89,2.82,10.73,Medium,No,East
MET000392,Park 95,Red Line,Karnataka,Bengaluru,Sector 16,19.130171,86.256936,3,No,No,Yes,Yes,No,23045,2009,BMRCL,Yes,5.94,14.51,1.48,1.43,4.25,8.67,High,No,East
MET000393,Market 68,Blue Line,Telangana,Hyderabad,Sector 48,16.675683,81.209364,5,No,No,Yes,Yes,No,201122,2011,HMRL,Yes,2.42,37.79,4.67,4.6,3.59,17.14,High,Yes,South
MET000394,Sector 29,Green Line,Telangana,Hyderabad,Sector 53,22.238429,73.797629,2,No,Yes,Yes,Yes,Yes,49402,2016,HMRL,Yes,6.16,7.82,4.61,2.76,0.94,18.34,Low,No,North
MET000395,Market 52,Pink Line,Karnataka,Bengaluru,Sector 76,29.72487,84.381892,6,No,Yes,Yes,Yes,Yes,101286,2013,BMRCL,Yes,2.56,34.1,6.02,3.01,1.58,4.21,Low,Yes,Central
MET000396,Park 9,Orange Line,Telangana,Hyderabad,Sector 73,8.215059,78.434106,2,No,No,Yes,Yes,Yes,102910,2019,HMRL,Yes,6.93,25.31,3.55,3.31,0.67,2.54,Low,No,Central
MET000397,City 38,Green Line,Delhi,New Delhi,Sector 61,22.677647,83.417709,6,Yes,No,Yes,Yes,No,42874,2009,DMRC,Yes,4.63,7.9,6.61,2.69,1.4,14.27,High,Yes,Central
MET000398,Lake 19,Yellow Line,Karnataka,Bengaluru,Sector 5,24.530988,76.524147,6,No,Yes,Yes,Yes,Yes,159469,2025,BMRCL,Yes,2.22,16.39,5.44,1.89,0.56,6.44,High,No,North
MET000399,Lake 98,Blue Line,Maharashtra,Mumbai,Sector 79,19.617976,87.58017,2,Yes,Yes,Yes,Yes,No,121912,2002,MMRC,Yes,5.4,28.04,2.58,4.21,0.68,5.08,Medium,No,Central
MET000400,Park 98,Blue Line,Telangana,Hyderabad,Sector 66,13.3309,87.872441,3,No,Yes,Yes,Yes,Yes,81307,2020,HMRL,Yes,5.11,28.02,6.55,3.14,4.74,17.97,High,Yes,East
MET000401,City 99,Purple Line,Delhi,New Delhi,Sector 60,18.872364,87.36628,4,Yes,Yes,Yes,Yes,Yes,24120,2008,DMRC,Yes,6.13,27.85,6.68,4.4,2.63,9.1,Medium,No,West
MET000402,Market 12,Blue Line,Telangana,Hyderabad,Sector 59,19.136297,85.249153,2,Yes,Yes,Yes,Yes,No,105458,2002,HMRL,Yes,6.47,17.38,5.31,0.21,3.21,5.17,Medium,No,North
MET000403,Park 94,Pink Line,Telangana,Hyderabad,Sector 41,12.37077,83.493707,4,Yes,Yes,Yes,Yes,No,108081,2013,HMRL,Yes,2.87,35.49,2.31,2.23,2.61,14.27,High,No,West
MET000404,City 5,Pink Line,Maharashtra,Mumbai,Sector 36,16.62068,81.929809,3,Yes,Yes,Yes,Yes,No,93621,2020,MMRC,Yes,6.16,9.22,7.72,4.07,2.86,2.85,Medium,Yes,East
MET000405,Central 21,Blue Line,Telangana,Hyderabad,Sector 21,28.255529,83.906583,3,No,Yes,Yes,Yes,No,81519,2014,HMRL,Yes,0.6,39.39,5.43,4.59,3.74,17.19,Low,No,South
MET000406,Park 81,Pink Line,Karnataka,Bengaluru,Sector 29,23.656915,86.847958,6,No,Yes,Yes,Yes,No,48163,2003,BMRCL,Yes,9.51,7.16,7.38,4.99,2.86,5.52,High,Yes,West
MET000407,Market 20,Green Line,Telangana,Hyderabad,Sector 59,12.955052,83.422931,4,No,No,Yes,Yes,No,231963,2012,HMRL,Yes,4.62,7.49,5.79,1.8,2.5,5.21,High,No,East
MET000408,Park 56,Purple Line,Delhi,New Delhi,Sector 60,13.231814,75.663697,6,No,No,Yes,Yes,Yes,24345,2015,DMRC,Yes,5.05,12.29,3.39,0.25,4.73,16.45,Medium,No,Central
MET000409,Park 64,Red Line,Karnataka,Bengaluru,Sector 6,8.092006,77.486962,4,No,No,Yes,Yes,No,72866,2008,BMRCL,Yes,5.72,6.41,3.61,4.36,2.38,17.46,Medium,No,North
MET000410,Central 42,Pink Line,Maharashtra,Mumbai,Sector 6,11.480262,75.944755,5,Yes,No,Yes,Yes,No,233739,2012,MMRC,Yes,6.61,35.16,0.49,1.49,1.18,16.89,High,No,South
MET000411,Central 74,Purple Line,Delhi,New Delhi,Sector 4,14.725127,75.5584,5,No,No,Yes,Yes,No,25673,2003,DMRC,Yes,1.83,29.93,5.27,1.99,0.44,14.72,High,No,East
MET000412,Lake 36,Purple Line,Maharashtra,Mumbai,Sector 3,23.611154,81.17314,5,No,No,Yes,Yes,No,48171,2004,MMRC,Yes,0.65,7.12,1.1,2.15,1.4,13.71,Low,Yes,South
MET000413,Sector 38,Purple Line,Karnataka,Bengaluru,Sector 9,22.819305,82.028677,5,Yes,Yes,Yes,Yes,No,153124,2004,BMRCL,Yes,5.26,39.33,3.07,0.95,2.49,4.88,Medium,No,East
MET000414,Sector 27,Yellow Line,Telangana,Hyderabad,Sector 36,11.936999,75.940683,4,No,No,Yes,Yes,No,175287,2009,HMRL,Yes,5.37,37.21,5.15,4.92,3.7,12.85,High,Yes,West
MET000415,Lake 68,Pink Line,Karnataka,Bengaluru,Sector 45,14.014853,78.998313,4,No,Yes,Yes,Yes,No,71901,2014,BMRCL,Yes,6.18,36.93,0.27,4.54,4.88,5.32,Medium,No,East
MET000416,Central 16,Orange Line,Tamil Nadu,Chennai,Sector 9,28.949042,82.575217,2,Yes,Yes,Yes,Yes,Yes,178181,2025,CMRL,Yes,2.47,32.13,0.11,4.61,1.35,5.78,Medium,No,South
MET000417,Lake 67,Blue Line,Telangana,Hyderabad,Sector 42,26.115285,82.881749,3,No,Yes,Yes,Yes,No,11483,2003,HMRL,Yes,6.86,5.33,5.42,0.27,4.68,4.87,Low,No,North
MET000418,Sector 91,Orange Line,Maharashtra,Mumbai,Sector 16,12.50833,74.258486,5,No,Yes,Yes,Yes,Yes,241687,2020,MMRC,Yes,0.53,17.21,0.17,0.49,0.98,14.64,Medium,No,North
MET000419,Market 96,Pink Line,Karnataka,Bengaluru,Sector 65,22.258423,84.915127,3,No,Yes,Yes,Yes,Yes,41257,2004,BMRCL,Yes,1.13,7.86,6.14,1.55,3.17,10.48,High,No,Central
MET000420,Central 27,Orange Line,Karnataka,Bengaluru,Sector 64,19.271713,82.981415,4,Yes,Yes,Yes,Yes,No,28936,2010,BMRCL,Yes,9.58,32.25,5.91,2.73,1.44,11.03,Medium,No,West
MET000421,Lake 77,Orange Line,Delhi,New Delhi,Sector 31,19.408213,85.812061,6,No,Yes,Yes,Yes,Yes,111966,2008,DMRC,Yes,1.92,19.38,4.75,3.78,4.52,1.78,Low,No,Central
MET000422,Market 96,Red Line,Tamil Nadu,Chennai,Sector 33,24.118086,78.203874,2,Yes,Yes,Yes,Yes,Yes,50380,2022,CMRL,Yes,7.6,22.87,2.69,2.22,4.03,16.33,High,No,West
MET000423,Park 30,Red Line,Telangana,Hyderabad,Sector 59,11.150398,77.42253,4,No,Yes,Yes,Yes,Yes,112204,2003,HMRL,Yes,1.74,23.41,7.87,1.89,0.84,1.58,Low,Yes,East
MET000424,Central 19,Pink Line,Telangana,Hyderabad,Sector 11,23.351166,72.365664,4,No,Yes,Yes,Yes,No,248580,2021,HMRL,Yes,8.84,10.38,1.94,1.38,2.02,3.3,Medium,Yes,East
MET000425,Park 20,Orange Line,Tamil Nadu,Chennai,Sector 22,22.500729,81.986714,5,Yes,No,Yes,Yes,Yes,70475,2017,CMRL,Yes,8.13,10.52,4.43,4.76,1.08,19.89,High,No,East
MET000426,Market 5,Yellow Line,Tamil Nadu,Chennai,Sector 64,8.706824,79.672954,4,Yes,Yes,Yes,Yes,Yes,119992,2008,CMRL,Yes,5.28,12.08,6.16,1.08,1.23,13.75,Medium,Yes,North
MET000427,Lake 2,Orange Line,Tamil Nadu,Chennai,Sector 26,13.196615,84.23775,5,No,No,Yes,Yes,No,103217,2016,CMRL,Yes,0.42,10.02,7.56,3.52,1.76,16.79,Low,No,Central
MET000428,City 59,Blue Line,Karnataka,Bengaluru,Sector 49,8.270033,86.257168,3,No,Yes,Yes,Yes,No,103748,2006,BMRCL,Yes,2.66,11.02,7.22,4.28,4.09,15.95,Low,Yes,North
MET000429,Sector 39,Yellow Line,Tamil Nadu,Chennai,Sector 67,23.432025,83.682276,5,No,No,Yes,Yes,No,178484,2011,CMRL,Yes,3.03,18.22,7.6,3.15,1.23,11.56,Low,No,South
MET000430,Sector 17,Purple Line,Tamil Nadu,Chennai,Sector 13,18.237907,77.718403,6,Yes,Yes,Yes,Yes,Yes,202289,2020,CMRL,Yes,5.25,28.72,0.4,1.01,3.17,15.34,High,Yes,Central
MET000431,Lake 72,Pink Line,Telangana,Hyderabad,Sector 15,12.907949,80.900631,2,Yes,No,Yes,Yes,Yes,51012,2012,HMRL,Yes,7.02,22.45,0.68,4.8,3.75,14.35,Low,No,West
MET000432,Sector 40,Blue Line,Delhi,New Delhi,Sector 75,20.010644,83.487458,4,No,No,Yes,Yes,No,169805,2016,DMRC,Yes,3.68,26.47,5.65,2.89,2.3,10.65,Low,Yes,North
MET000433,Park 17,Green Line,Delhi,New Delhi,Sector 45,13.064901,78.816368,3,No,No,Yes,Yes,Yes,171434,2012,DMRC,Yes,7.38,9.96,4.11,0.68,3.9,3.08,Low,Yes,Central
MET000434,Central 38,Green Line,Tamil Nadu,Chennai,Sector 19,16.916512,80.198444,5,No,No,Yes,Yes,No,78817,2020,CMRL,Yes,7.93,26.79,4.75,4.37,3.78,15.8,Medium,Yes,Central
MET000435,Sector 60,Green Line,Delhi,New Delhi,Sector 32,20.155006,85.049865,4,Yes,Yes,Yes,Yes,Yes,188778,2009,DMRC,Yes,5.52,24.22,4.85,0.38,3.2,8.89,High,Yes,West
MET000436,City 67,Yellow Line,Telangana,Hyderabad,Sector 12,16.23833,84.302402,3,Yes,Yes,Yes,Yes,Yes,90769,2004,HMRL,Yes,2.77,17.63,7.0,1.86,1.1,4.3,High,No,South
MET000437,Sector 10,Green Line,Delhi,New Delhi,Sector 9,21.749896,87.04932,2,No,No,Yes,Yes,No,14696,2025,DMRC,Yes,8.84,37.86,5.45,1.44,2.51,12.69,Low,No,West
MET000438,Park 20,Pink Line,Tamil Nadu,Chennai,Sector 18,25.442943,73.192907,5,No,No,Yes,Yes,Yes,116568,2015,CMRL,Yes,8.24,6.63,1.18,0.5,4.35,14.17,High,No,East
MET000439,Central 61,Yellow Line,Maharashtra,Mumbai,Sector 15,22.566757,81.212208,2,Yes,No,Yes,Yes,Yes,50543,2018,MMRC,Yes,2.85,18.78,5.26,1.47,4.55,11.51,High,Yes,Central
MET000440,Market 96,Orange Line,Telangana,Hyderabad,Sector 12,10.674994,79.535186,2,Yes,No,Yes,Yes,No,248130,2013,HMRL,Yes,5.56,29.22,1.68,3.47,2.75,15.22,High,Yes,Central
MET000441,Central 85,Red Line,Tamil Nadu,Chennai,Sector 78,22.126496,81.944148,6,Yes,Yes,Yes,Yes,No,130119,2021,CMRL,Yes,7.93,13.52,1.59,0.48,4.37,3.19,Low,Yes,Central
MET000442,Market 74,Yellow Line,Telangana,Hyderabad,Sector 34,23.472965,73.869892,2,No,No,Yes,Yes,Yes,16000,2008,HMRL,Yes,3.91,36.47,6.84,2.35,0.13,10.22,Low,Yes,North
MET000443,Park 10,Purple Line,Tamil Nadu,Chennai,Sector 6,22.891302,72.264564,5,No,No,Yes,Yes,No,7819,2022,CMRL,Yes,7.82,7.46,2.38,1.52,4.0,7.87,Medium,Yes,East
MET000444,Lake 20,Pink Line,Tamil Nadu,Chennai,Sector 70,18.907462,87.811029,6,Yes,Yes,Yes,Yes,Yes,206825,2012,CMRL,Yes,9.13,24.67,7.48,1.58,3.88,14.69,High,Yes,Central
MET000445,Sector 10,Green Line,Telangana,Hyderabad,Sector 37,23.51193,74.350677,2,Yes,No,Yes,Yes,No,17312,2024,HMRL,Yes,8.27,10.4,6.62,2.76,2.77,12.35,Medium,Yes,Central
MET000446,Park 13,Blue Line,Telangana,Hyderabad,Sector 52,24.887429,79.962171,4,No,No,Yes,Yes,No,42029,2004,HMRL,Yes,7.84,39.57,2.28,0.99,0.99,9.05,Medium,No,West
MET000447,Park 59,Yellow Line,Delhi,New Delhi,Sector 47,20.787989,77.160511,4,Yes,Yes,Yes,Yes,Yes,156921,2017,DMRC,Yes,7.37,20.66,1.36,1.79,4.68,18.2,High,Yes,South
MET000448,Lake 39,Green Line,Telangana,Hyderabad,Sector 17,27.122437,86.351307,6,Yes,Yes,Yes,Yes,No,219817,2008,HMRL,Yes,3.49,29.54,7.92,1.2,1.03,5.96,High,No,West
MET000449,Sector 57,Red Line,Telangana,Hyderabad,Sector 68,17.893612,84.873155,5,Yes,Yes,Yes,Yes,No,57452,2012,HMRL,Yes,9.22,30.24,6.55,4.54,4.47,13.74,Medium,Yes,North
MET000450,Park 55,Green Line,Maharashtra,Mumbai,Sector 48,17.374086,82.836981,3,Yes,No,Yes,Yes,No,187295,2024,MMRC,Yes,5.59,39.1,6.16,1.88,0.62,7.17,Low,No,Central
MET000451,Central 16,Pink Line,Delhi,New Delhi,Sector 2,26.824039,78.215945,3,Yes,Yes,Yes,Yes,Yes,225818,2011,DMRC,Yes,8.08,18.27,4.49,3.98,2.13,5.1,High,No,East
MET000452,Market 97,Purple Line,Karnataka,Bengaluru,Sector 27,18.363873,82.112414,3,No,No,Yes,Yes,Yes,151535,2025,BMRCL,Yes,0.37,8.05,3.79,4.81,2.08,7.7,High,Yes,West
MET000453,Lake 35,Yellow Line,Delhi,New Delhi,Sector 24,8.499411,75.343334,6,Yes,No,Yes,Yes,No,98277,2012,DMRC,Yes,7.56,39.61,3.37,1.39,0.16,12.58,Low,Yes,South
MET000454,Lake 6,Purple Line,Telangana,Hyderabad,Sector 56,11.448729,77.288519,2,Yes,No,Yes,Yes,Yes,233865,2010,HMRL,Yes,9.28,27.2,3.96,0.68,0.74,13.03,Medium,No,North
MET000455,Central 43,Green Line,Delhi,New Delhi,Sector 57,11.757309,85.224229,6,Yes,No,Yes,Yes,Yes,61164,2025,DMRC,Yes,7.37,37.46,7.66,1.38,0.51,12.73,High,Yes,North
MET000456,Market 26,Red Line,Maharashtra,Mumbai,Sector 27,13.773801,83.54644,3,No,Yes,Yes,Yes,Yes,178383,2007,MMRC,Yes,7.42,28.61,0.65,4.1,3.16,10.89,Medium,Yes,South
MET000457,City 44,Green Line,Karnataka,Bengaluru,Sector 79,25.158416,82.531646,5,Yes,Yes,Yes,Yes,Yes,158181,2022,BMRCL,Yes,2.01,9.55,1.08,3.08,2.45,17.59,Medium,No,West
MET000458,Market 55,Pink Line,Maharashtra,Mumbai,Sector 4,21.464725,87.656619,4,Yes,Yes,Yes,Yes,Yes,21720,2016,MMRC,Yes,7.15,38.74,0.84,3.95,2.73,12.49,Medium,Yes,South
MET000459,Sector 55,Pink Line,Tamil Nadu,Chennai,Sector 66,16.890639,72.508781,6,Yes,Yes,Yes,Yes,No,182105,2008,CMRL,Yes,2.65,28.58,3.0,2.99,0.9,6.11,High,Yes,North
MET000460,Sector 53,Red Line,Karnataka,Bengaluru,Sector 13,22.965965,82.070423,2,No,Yes,Yes,Yes,No,218072,2018,BMRCL,Yes,8.97,38.15,2.44,4.17,1.51,7.65,Medium,Yes,Central
MET000461,Park 52,Red Line,Tamil Nadu,Chennai,Sector 78,10.438454,83.471215,5,No,Yes,Yes,Yes,No,143522,2017,CMRL,Yes,6.71,20.47,4.16,2.92,0.74,10.56,Low,No,South
MET000462,Park 87,Orange Line,Tamil Nadu,Chennai,Sector 26,11.725347,83.788247,3,Yes,Yes,Yes,Yes,No,44840,2007,CMRL,Yes,6.13,37.82,5.43,0.12,0.48,17.35,Medium,No,North
MET000463,Park 75,Green Line,Delhi,New Delhi,Sector 80,10.210731,79.335325,4,No,Yes,Yes,Yes,Yes,161551,2008,DMRC,Yes,2.48,29.34,7.75,4.3,2.56,12.4,Medium,No,South
MET000464,Sector 86,Orange Line,Telangana,Hyderabad,Sector 56,24.519756,80.521611,2,Yes,No,Yes,Yes,Yes,103835,2014,HMRL,Yes,5.57,27.65,0.31,1.3,3.96,14.9,Low,No,Central
MET000465,City 17,Pink Line,Maharashtra,Mumbai,Sector 44,23.039623,74.518812,6,No,No,Yes,Yes,Yes,32014,2007,MMRC,Yes,3.34,7.78,4.63,1.68,1.49,13.83,Low,No,South
MET000466,City 19,Orange Line,Delhi,New Delhi,Sector 65,26.908742,80.084775,3,Yes,No,Yes,Yes,No,153805,2004,DMRC,Yes,9.05,14.9,0.63,2.56,4.01,5.15,Medium,Yes,West
MET000467,Lake 53,Red Line,Delhi,New Delhi,Sector 77,29.527244,72.592352,6,Yes,No,Yes,Yes,Yes,152242,2013,DMRC,Yes,6.33,14.33,1.87,2.28,1.31,11.03,Medium,Yes,East
MET000468,Market 73,Purple Line,Maharashtra,Mumbai,Sector 78,13.150839,72.58921,3,No,Yes,Yes,Yes,No,168525,2015,MMRC,Yes,2.66,35.23,4.07,2.54,2.1,7.75,Low,No,North
MET000469,Lake 7,Orange Line,Tamil Nadu,Chennai,Sector 54,20.301492,85.371734,4,Yes,Yes,Yes,Yes,Yes,68384,2009,CMRL,Yes,7.78,16.49,6.6,4.05,0.85,10.99,High,No,West
MET000470,Central 1,Purple Line,Tamil Nadu,Chennai,Sector 5,9.485449,84.558469,4,No,No,Yes,Yes,Yes,28299,2021,CMRL,Yes,5.21,7.04,2.57,4.48,0.76,12.33,Low,No,Central
MET000471,Central 70,Yellow Line,Tamil Nadu,Chennai,Sector 37,19.937901,85.15169,5,Yes,Yes,Yes,Yes,Yes,67482,2021,CMRL,Yes,3.97,38.03,0.63,4.54,0.8,19.89,Medium,Yes,South
MET000472,Park 32,Red Line,Maharashtra,Mumbai,Sector 64,10.035294,77.461576,2,No,Yes,Yes,Yes,No,229556,2006,MMRC,Yes,9.26,33.73,4.12,3.48,1.18,17.68,Low,Yes,East
MET000473,City 87,Green Line,Tamil Nadu,Chennai,Sector 15,22.861306,86.2661,6,No,Yes,Yes,Yes,Yes,104657,2002,CMRL,Yes,6.95,35.89,3.64,3.25,4.03,10.42,Low,Yes,East
MET000474,Market 49,Blue Line,Tamil Nadu,Chennai,Sector 46,10.410634,79.587786,5,No,No,Yes,Yes,Yes,199103,2014,CMRL,Yes,7.55,38.79,1.97,2.95,2.37,2.96,Medium,No,Central
MET000475,Central 74,Pink Line,Tamil Nadu,Chennai,Sector 78,18.656216,87.994488,2,Yes,Yes,Yes,Yes,No,207889,2025,CMRL,Yes,1.89,18.82,2.83,3.55,1.21,7.09,Medium,No,Central
MET000476,Market 36,Pink Line,Delhi,New Delhi,Sector 19,25.711642,77.886272,6,Yes,Yes,Yes,Yes,Yes,13568,2014,DMRC,Yes,6.89,21.07,7.78,3.06,0.44,5.5,Low,Yes,West
MET000477,Market 59,Red Line,Karnataka,Bengaluru,Sector 2,14.274256,85.467497,2,Yes,No,Yes,Yes,No,108451,2016,BMRCL,Yes,3.88,16.07,0.19,4.97,3.81,5.16,Medium,No,Central
MET000478,Lake 8,Pink Line,Karnataka,Bengaluru,Sector 34,21.501022,76.850037,6,Yes,No,Yes,Yes,No,188039,2024,BMRCL,Yes,6.13,6.54,6.08,2.34,3.08,2.14,High,Yes,South
MET000479,Market 65,Red Line,Telangana,Hyderabad,Sector 23,29.299155,87.74122,6,Yes,Yes,Yes,Yes,No,149261,2016,HMRL,Yes,1.24,23.72,6.63,3.89,0.46,12.13,Low,Yes,Central
MET000480,Central 54,Yellow Line,Delhi,New Delhi,Sector 28,20.93293,77.298308,3,No,No,Yes,Yes,No,236191,2010,DMRC,Yes,2.97,33.3,3.24,0.13,4.78,10.68,High,No,South
MET000481,Sector 33,Purple Line,Maharashtra,Mumbai,Sector 71,19.846127,79.83133,4,Yes,Yes,Yes,Yes,No,153818,2017,MMRC,Yes,9.17,10.84,1.03,1.64,1.13,10.01,Medium,No,West
MET000482,Sector 78,Red Line,Karnataka,Bengaluru,Sector 64,15.561421,79.99,5,Yes,Yes,Yes,Yes,Yes,76496,2022,BMRCL,Yes,6.8,11.42,2.77,1.44,3.28,11.07,Low,No,Central
MET000483,Park 15,Pink Line,Telangana,Hyderabad,Sector 3,9.042431,87.784818,3,No,No,Yes,Yes,No,228823,2016,HMRL,Yes,6.71,8.94,5.9,1.13,2.21,4.33,Medium,No,West
MET000484,City 60,Green Line,Delhi,New Delhi,Sector 39,13.710033,86.917102,4,Yes,No,Yes,Yes,Yes,35349,2018,DMRC,Yes,2.54,20.51,6.19,3.88,0.6,15.22,High,Yes,East
MET000485,Central 63,Yellow Line,Tamil Nadu,Chennai,Sector 25,24.434453,81.787779,2,No,Yes,Yes,Yes,No,118844,2011,CMRL,Yes,7.29,14.77,5.16,2.37,1.26,19.5,Low,Yes,North
MET000486,Lake 99,Orange Line,Tamil Nadu,Chennai,Sector 43,22.838299,85.94373,2,Yes,No,Yes,Yes,No,178013,2006,CMRL,Yes,1.8,19.57,8.0,4.61,4.52,17.07,Medium,No,West
MET000487,City 61,Pink Line,Telangana,Hyderabad,Sector 65,15.232614,82.280474,6,Yes,Yes,Yes,Yes,Yes,49162,2019,HMRL,Yes,7.95,23.95,6.95,2.78,3.57,16.57,Medium,No,West
MET000488,Market 20,Green Line,Maharashtra,Mumbai,Sector 50,18.441716,82.521561,2,Yes,No,Yes,Yes,Yes,236956,2024,MMRC,Yes,4.37,5.02,2.34,0.83,4.11,15.73,Medium,Yes,South
MET000489,Market 34,Yellow Line,Delhi,New Delhi,Sector 28,11.756923,79.824047,4,Yes,Yes,Yes,Yes,Yes,33583,2012,DMRC,Yes,5.62,19.43,1.29,1.88,1.61,6.79,Medium,Yes,South
MET000490,Central 47,Blue Line,Maharashtra,Mumbai,Sector 16,26.394997,82.23169,6,No,Yes,Yes,Yes,Yes,16953,2014,MMRC,Yes,7.0,36.64,6.75,2.35,2.27,8.26,Medium,Yes,West
MET000491,Park 61,Green Line,Maharashtra,Mumbai,Sector 18,16.836018,82.234666,2,Yes,Yes,Yes,Yes,Yes,106164,2014,MMRC,Yes,3.4,6.66,0.52,0.91,0.85,15.14,Medium,Yes,South
MET000492,Lake 64,Pink Line,Karnataka,Bengaluru,Sector 32,18.372826,86.937408,6,No,Yes,Yes,Yes,Yes,128240,2019,BMRCL,Yes,9.62,8.25,5.8,3.92,4.94,1.72,Medium,Yes,Central
MET000493,Park 57,Yellow Line,Maharashtra,Mumbai,Sector 15,13.486183,82.99038,5,Yes,Yes,Yes,Yes,No,12138,2025,MMRC,Yes,4.02,14.17,4.9,1.05,1.66,14.9,High,Yes,North
MET000494,Market 14,Yellow Line,Karnataka,Bengaluru,Sector 65,16.862032,81.219271,4,No,No,Yes,Yes,No,204318,2019,BMRCL,Yes,7.92,24.21,5.98,4.03,3.49,10.28,High,No,East
