Hospital_ID,Hospital_Name,Hospital_Type,Chain_Name,Ownership,State_ID,State_Name,City_ID,City_Name,Locality_ID,Locality_Name,Address,Pincode,Latitude,Longitude,Beds,ICU_Beds,Doctors,Nurses,Emergency,Trauma_Center,ICU,NICU,Blood_Bank,Pharmacy,Diagnostic_Lab,MRI,CT_Scan,Ambulance,NABH_Accredited,Cardiology,Neurology,Orthopedics,Oncology,Pediatrics,Gynecology,Dialysis,Rating,Reviews,Consultation_Fee,Annual_Patients,Established_Year,Website,Email,Phone,Quality_Index
HSP023714,Prime Medical Centre,Heart Hospital,Independent,Government,ST026,Uttar Pradesh,C0092,Noida,L01198,Park 113 Gardens,"07, Ramachandran Path",206627,15.446671,81.635894,1952,176,486,921,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4.8,6246,1200,479252,1992,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,85.72
HSP020424,Prime Super Speciality Hospital,Cancer Hospital,Independent,Trust,ST026,Uttar Pradesh,C0092,Noida,L01201,Block 14 Paradise,"62/21, Buch Street",821798,10.241019,75.512675,1630,156,339,597,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4.1,13421,1200,535602,1956,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.99
HSP021691,Royal Multispeciality Hospital,Heart Hospital,Independent,Private,ST026,Uttar Pradesh,C0092,Noida,L01201,Block 14 Paradise,"96, Baria Ganj",821798,10.240704,75.508963,1945,278,335,1210,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,4.5,9589,1200,277391,2010,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.47
HSP013622,Shree Medical Centre,Women's Hospital,Independent,Trust,ST026,Uttar Pradesh,C0092,Noida,L01201,Block 14 Paradise,"409
Sabharwal Chowk",821798,10.243394,75.506568,1362,138,268,645,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,4.6,23472,400,88526,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.16
HSP008047,Shree Super Speciality Hospital,Women's Hospital,Independent,Private,ST026,Uttar Pradesh,C0092,Noida,L01206,Park 55 Township,"85
Ganesan Path",667204,31.52376,89.163777,2420,404,446,1283,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,4.1,23764,200,426259,1958,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.93
HSP005775,Sir Ganga Ram Hospital,Women's Hospital,Sir Ganga Ram Hospital,Private,ST026,Uttar Pradesh,C0092,Noida,L01198,Park 113 Gardens,"90, Pillay Marg",206627,15.449523,81.640032,735,81,242,403,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4.0,5344,1500,446386,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.25
HSP015526,Sir Ganga Ram Hospital,Private Hospital,Sir Ganga Ram Hospital,Private,ST026,Uttar Pradesh,C0092,Noida,L01200,Garden 23 County,"96, Peri Zila",748996,28.233825,90.8765,1136,163,218,395,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3.3,6994,1500,460025,2012,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,76.17
HSP007623,Sunrise Heart Institute,Private Hospital,Independent,Trust,ST026,Uttar Pradesh,C0092,Noida,L01199,Nagar 63 Heights,"H.No. 09
Roy Road",338615,12.455081,89.960078,520,67,129,192,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,3.9,603,300,502431,2007,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.53
HSP015298,Unity Trauma Centre,Private Hospital,Independent,Private,ST026,Uttar Pradesh,C0092,Noida,L01197,Colony 30 Township,"92/748
Kamdar Marg",240336,25.006956,72.504097,1229,121,292,577,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.9,4836,500,396144,1983,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.34
HSP003073,Wellness Hospital,Super Speciality,Independent,Private,ST026,Uttar Pradesh,C0092,Noida,L01204,Extension 2 Residency,"95
Dash Chowk",915075,12.287601,90.565306,1692,229,286,808,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4.9,23092,2000,699026,1977,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.36
HSP019323,CARE Hospitals,Private Hospital,CARE Hospitals,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01251,Block 131 Heights,"55, Shanker",810187,24.110656,73.196223,727,128,147,390,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4.9,21682,700,365570,1960,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.52
HSP022889,Care Cancer Centre,Super Speciality,Independent,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01252,Garden 107 Township,"62/490
Tripathi Chowk",173810,26.696072,87.211073,1948,336,392,703,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,3.5,20745,2000,455589,2022,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.5
HSP001792,Crystal Medical Institute,Heart Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01256,Sector 90 Enclave,"842
Ganesh Road",164698,19.236058,81.888244,1335,135,261,524,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3.8,988,300,98318,1986,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,77.33
HSP016555,Elite Medical Centre,Government Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01253,Extension 8 City,"994, Upadhyay Street",212260,31.514583,84.841372,1319,218,240,465,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,4.1,15952,300,327264,1991,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.73
HSP006189,Global Children Hospital,Cancer Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01256,Sector 90 Enclave,"H.No. 16
Munshi Marg",164698,19.235719,81.884649,1087,188,229,399,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,3.6,24396,700,622967,1952,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.9
HSP007993,Global Health Centre,Super Speciality,Independent,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01258,Extension 28 Paradise,"06/119, Minhas Circle",132581,20.735693,92.307103,2207,351,622,984,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.2,27895,1200,290501,1975,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.4
HSP005173,Hope Multispeciality Hospital,Children Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01256,Sector 90 Enclave,"H.No. 36, Bhasin Ganj",164698,19.238698,81.885492,1181,140,285,447,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,5.0,18989,1200,537740,1970,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.1
HSP013769,Hope Super Speciality Hospital,Women's Hospital,Independent,Trust,ST026,Uttar Pradesh,C0096,Prayagraj,L01258,Extension 28 Paradise,"H.No. 05
Wable Circle",132581,20.738283,92.310846,1303,114,333,769,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.9,12063,300,159324,1972,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.22
HSP019771,Kokilaben Dhirubhai Ambani Hospital,Children Hospital,Kokilaben Dhirubhai Ambani Hospital,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01257,Garden 5 County,"12/24, Wagle Circle",688392,24.850935,72.115707,61,7,18,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,20122,200,266372,1984,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.13
HSP024453,Kokilaben Dhirubhai Ambani Hospital,Government Hospital,Kokilaben Dhirubhai Ambani Hospital,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01253,Extension 8 City,"H.No. 80
Nayar Path",212260,31.512858,84.837971,1722,267,451,937,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,3.1,2308,500,247212,1955,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.04
HSP003798,Life Trauma Centre,Super Speciality,Independent,Trust,ST026,Uttar Pradesh,C0096,Prayagraj,L01255,Enclave 138 Greens,"086
Krishnamurthy Circle",974417,29.145059,75.646097,2363,372,689,1572,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,4.6,8411,700,273464,1956,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,98.75
HSP016310,Lotus Cancer Centre,Women's Hospital,Independent,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01252,Garden 107 Township,"96
Jha Street",173810,26.694208,87.213357,2099,254,641,812,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3.2,21506,300,88859,1970,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,91.34
HSP022095,Lotus Trauma Centre,Women's Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01251,Block 131 Heights,"H.No. 51
Chaudhary Chowk",810187,24.107203,73.192525,771,100,215,283,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.2,18299,2000,149856,1964,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.8
HSP024512,Medanta,Medical College,Medanta,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01251,Block 131 Heights,"51
Master Street",810187,24.108664,73.197601,1716,224,453,745,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,3.7,15880,1000,244693,1962,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,84.48
HSP002408,Metro Health Centre,Heart Hospital,Independent,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01256,Sector 90 Enclave,"45/100
Banik",164698,19.237488,81.887943,1134,151,212,666,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,3.4,14066,200,273455,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,80.56
HSP011714,Narayana Health,Cancer Hospital,Narayana Health,Trust,ST026,Uttar Pradesh,C0096,Prayagraj,L01252,Garden 107 Township,"93, Buch Marg",173810,26.689701,87.208066,2035,225,349,1211,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.1,20037,300,85826,2024,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,96.34
HSP016662,Shree Medical Centre,Medical College,Independent,Government,ST026,Uttar Pradesh,C0096,Prayagraj,L01256,Sector 90 Enclave,"H.No. 99
Saran Zila",164698,19.242139,81.882499,1787,284,345,686,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,4.7,15002,2000,462293,2023,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,67.09
HSP019656,Supreme Children Hospital,Women's Hospital,Independent,Trust,ST026,Uttar Pradesh,C0096,Prayagraj,L01253,Extension 8 City,"15/77
Virk Nagar",212260,31.512008,84.839913,1434,115,245,853,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3.3,20958,700,112241,2007,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,82.86
HSP000607,Wellness Health Centre,Government Hospital,Independent,Trust,ST026,Uttar Pradesh,C0096,Prayagraj,L01253,Extension 8 City,"H.No. 02
Krishnan Nagar",212260,31.513156,84.843497,794,104,261,345,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3.7,15529,700,320675,2014,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.34
HSP016081,Yashoda Hospitals,Women's Hospital,Yashoda Hospitals,Private,ST026,Uttar Pradesh,C0096,Prayagraj,L01258,Extension 28 Paradise,"H.No. 78, Patla Chowk",132581,20.739052,92.312192,1320,191,244,633,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,4.1,11618,700,335245,1981,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.9
HSP002255,Apollo Hospitals,Women's Hospital,Apollo Hospitals,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03124,Sector 133 Heights,"H.No. 911, Srinivasan Circle",577680,14.28387,79.420424,594,80,194,225,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,4.4,25031,400,124675,2021,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.99
HSP008558,BLK-Max Super Speciality Hospital,Government Hospital,BLK-Max Super Speciality Hospital,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"16/291, Mohan Circle",123544,8.317952,86.451445,477,49,100,286,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3.0,18305,700,48033,1954,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,96.97
HSP009232,Care Medical Institute,Children Hospital,Independent,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03121,Garden 121 Heights,"77, Barad Nagar",216792,21.250258,84.265558,253,24,49,89,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5.0,11587,2000,117086,2013,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,73.23
HSP005247,Elite Children Hospital,Medical College,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03119,Garden 131 Heights,"H.No. 94
Hans Marg",966170,32.829492,68.653272,2440,427,615,1594,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.7,16834,200,230426,1982,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.43
HSP016820,Fortis Healthcare,Women's Hospital,Fortis Healthcare,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03127,Block 2 Residency,"563, Balakrishnan Circle",530442,33.52645,68.526305,1053,100,180,701,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.3,10684,2000,57787,2014,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.34
HSP014969,Health Hospital,Medical College,Independent,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03122,Phase 37 Gardens,"H.No. 64
Ram Zila",642908,12.15199,79.084916,1114,163,188,414,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3.4,5937,2000,676429,2003,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,92.66
HSP023755,KIMS Hospitals,Women's Hospital,KIMS Hospitals,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03122,Phase 37 Gardens,"364
Bhat Nagar",642908,12.152479,79.082978,2243,352,614,1460,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,3.2,13029,700,34742,2007,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,76.65
HSP008669,Life Trauma Centre,Private Hospital,Independent,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"693, Cherian Ganj",123544,8.320133,86.446237,1425,246,448,500,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.9,14586,300,213191,1967,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,87.0
HSP010968,Manipal Hospitals,Government Hospital,Manipal Hospitals,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03121,Garden 121 Heights,"36/81, Nanda Street",216792,21.249148,84.26742,1801,180,389,603,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.7,3235,2000,640759,2005,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.89
HSP018918,Manipal Hospitals,Medical College,Manipal Hospitals,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03122,Phase 37 Gardens,"86/05, Mishra Nagar",642908,12.149757,79.081702,570,93,118,225,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,24292,500,231503,2022,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,74.19
HSP015470,Max Healthcare,Children Hospital,Max Healthcare,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03124,Sector 133 Heights,"221
Setty Street",577680,14.292062,79.412999,1835,219,328,836,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,15555,300,260916,1981,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.1
HSP021186,Medanta,Children Hospital,Medanta,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"05, Dewan Marg",123544,8.313531,86.454334,682,100,122,244,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3.8,21410,700,188539,2015,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,93.18
HSP006605,Metro Multispeciality Hospital,Children Hospital,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03121,Garden 121 Heights,"356, Om Road",216792,21.255126,84.262538,2123,357,599,1344,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,3.2,1454,400,129684,2023,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.27
HSP014216,National Hospital,Women's Hospital,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"H.No. 88, Amble Marg",123544,8.313458,86.447715,2444,283,711,1017,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,4.9,27858,300,429747,2008,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,84.97
HSP001902,National Medical Centre,Children Hospital,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03124,Sector 133 Heights,"519, More Zila",577680,14.287459,79.419038,273,38,64,102,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,4.7,6333,1500,393695,1999,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,88.46
HSP007823,Shree Hospital,Government Hospital,Independent,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03122,Phase 37 Gardens,"38, Sankaran Street",642908,12.149275,79.086659,901,99,196,342,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,3.9,2585,1200,514696,1961,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,87.17
HSP006195,Sunrise Heart Institute,Heart Hospital,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03119,Garden 131 Heights,"28/366, Chokshi Path",966170,32.827453,68.650571,1635,179,341,628,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,3.8,3971,200,186431,2023,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.52
HSP021450,Sunrise Medical Centre,Children Hospital,Independent,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"H.No. 176, Kala Street",123544,8.317559,86.45429,165,18,42,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,4.3,24275,200,243667,1960,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,81.32
HSP020968,Supreme Medical Institute,Cancer Hospital,Independent,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03125,Colony 116 County,"131
Agrawal Road",123544,8.321667,86.446023,1167,120,301,606,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,4.3,19213,1500,353193,2001,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,68.07
HSP016650,Tata Memorial Hospital,Cancer Hospital,Tata Memorial Hospital,Private,ST026,Uttar Pradesh,C0239,Uttar City 239,L03122,Phase 37 Gardens,"635
Majumdar Chowk",642908,12.149411,79.080377,2476,318,641,1250,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,3.9,25947,300,104215,1969,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,94.48
HSP008487,Unity Children Hospital,Children Hospital,Independent,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03127,Block 2 Residency,"H.No. 776
Gokhale Chowk",530442,33.529799,68.533001,93,13,15,53,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,4.1,13258,1200,114692,2018,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,89.49
HSP006821,Unity Medical Institute,Children Hospital,Independent,Trust,ST026,Uttar Pradesh,C0239,Uttar City 239,L03127,Block 2 Residency,"178, Khalsa Circle",530442,33.525494,68.53106,445,50,100,199,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,3.7,2430,300,95395,1980,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,69.73
HSP000847,Wellness Health Centre,Heart Hospital,Independent,Government,ST026,Uttar Pradesh,C0239,Uttar City 239,L03119,Garden 131 Heights,"70
Borah Circle",966170,32.829147,68.644117,2229,352,672,909,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.4,14644,1500,599733,1990,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,76.99
HSP008040,Apollo Hospitals,Government Hospital,Apollo Hospitals,Trust,ST026,Uttar Pradesh,C0268,Uttar City 268,L03488,Block 30 Vista,"H.No. 06
Mangal Zila",560443,25.785172,81.917186,1648,252,505,915,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.3,2671,2000,70877,1978,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.24
HSP019522,CARE Hospitals,Heart Hospital,CARE Hospitals,Trust,ST026,Uttar Pradesh,C0268,Uttar City 268,L03484,Phase 128 Residency,"92/921
Bahl Zila",358368,28.992422,71.685051,1168,148,204,663,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,4.8,23191,400,442734,1966,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,65.24
HSP015022,Care Multispeciality Hospital,Private Hospital,Independent,Private,ST026,Uttar Pradesh,C0268,Uttar City 268,L03484,Phase 128 Residency,"H.No. 06
Balay Chowk",358368,28.988474,71.675366,1991,256,524,998,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3.4,18070,300,407340,2016,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,86.87
HSP015527,Christian Medical College,Super Speciality,Christian Medical College,Trust,ST026,Uttar Pradesh,C0268,Uttar City 268,L03483,Layout 52 Township,"00/55
Randhawa",564184,14.217197,96.812007,355,43,92,160,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3.3,14156,1000,86541,1985,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,97.95
HSP000051,Global Cancer Centre,Super Speciality,Independent,Private,ST026,Uttar Pradesh,C0268,Uttar City 268,L03485,Extension 120 Vista,"H.No. 28
Ahluwalia Road",777001,26.430905,80.833173,2042,218,406,1217,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4.6,14199,1500,85244,1995,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,95.58
HSP016996,Global Health Centre,Super Speciality,Independent,Government,ST026,Uttar Pradesh,C0268,Uttar City 268,L03484,Phase 128 Residency,"H.No. 18, Vyas Zila",358368,28.995364,71.677653,584,52,98,375,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,4.4,12030,300,499236,2002,https://www.sunriseheartinstitute.com,sunriseheartinstitute@hospital.in,+91-9514717848,79.02
